t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
0.04 18.19 55.62 394.68 1206.53 60.00 0.00 0.00 0.00 0.00 0.00 11528 3702
0.08 116.63 358.34 1023.07 3166.96 60.00 0.00 0.00 0.00 0.00 0.00 11526 3702
0.12 307.24 949.81 1530.16 4756.62 60.00 0.00 0.00 0.00 0.00 0.00 11526 3682
0.16 551.98 1711.32 1944.61 6039.76 60.00 0.00 0.00 0.00 0.00 0.00 11510 3702
0.20 824.12 2557.79 2274.51 7078.21 60.00 0.00 0.00 0.00 0.00 0.00 11502 3662
0.24 1104.13 3430.37 2543.73 7914.69 60.00 0.00 0.00 0.00 0.00 0.00 11476 3682
0.28 1379.71 4288.69 2760.00 8586.28 60.00 0.00 0.00 0.00 0.00 0.00 11429 3682
0.32 1642.53 5106.63 2936.98 9129.43 60.00 0.00 0.00 0.00 0.00 0.00 11426 3682
0.36 1887.97 5868.81 3080.34 9562.58 60.00 0.00 0.00 0.00 0.00 0.00 11412 3682
0.40 2113.50 6567.01 3200.45 9924.86 60.00 0.00 0.00 0.00 0.00 0.00 11475 3722
0.44 2318.42 7199.71 3295.55 10210.77 60.00 0.00 0.00 0.00 0.00 0.00 11397 3682
0.48 2501.99 7766.21 3366.87 10448.59 60.00 0.00 0.00 0.00 0.00 0.00 11461 3661
0.52 2664.23 8269.75 3424.65 10635.87 60.00 0.00 0.00 0.00 0.00 0.00 11412 3661
0.56 2806.68 8712.68 3471.44 10774.41 60.00 0.00 0.00 0.00 0.00 0.00 11366 3661
0.60 2931.16 9098.63 3511.25 10894.94 60.00 0.00 0.00 0.00 0.00 0.00 11414 3662
0.64 3039.76 9434.63 3545.39 10994.43 60.00 0.00 0.00 0.00 0.00 0.00 11402 3681
0.68 3134.24 9726.18 3571.26 11076.06 60.00 0.00 0.00 0.00 0.00 0.00 11443 3682
0.72 3215.84 9978.21 3592.30 11140.80 60.00 0.00 0.00 0.00 0.00 0.00 11431 3682
0.76 3286.07 10195.02 3609.04 11190.91 60.00 0.00 0.00 0.00 0.00 0.00 11396 3661
0.80 3346.38 10380.87 3624.70 11236.64 60.00 0.00 0.00 0.00 0.00 0.00 11416 3682
0.84 3398.40 10540.50 3639.19 11274.37 60.00 0.00 0.00 0.00 0.00 0.00 11403 3682
0.88 3443.29 10677.35 3649.32 11305.90 60.00 0.00 0.00 0.00 0.00 0.00 11473 3702
0.92 3481.76 10794.65 3659.13 11334.84 60.00 0.00 0.00 0.00 0.00 0.00 11462 3682
0.96 3514.59 10894.93 3661.38 11348.26 60.00 0.00 0.00 0.00 0.00 0.00 11405 3661
1.00 3541.85 10979.22 3665.29 11362.38 60.00 0.00 0.00 0.00 0.00 0.00 11406 3682
1.04 3564.76 11050.44 3668.27 11373.83 60.00 0.00 0.00 0.00 0.00 0.00 11398 3662
1.08 3583.96 11110.69 3670.58 11386.55 60.00 0.00 0.00 0.00 0.00 0.00 11473 3661
1.12 3600.04 11162.09 3672.75 11397.54 60.00 0.00 0.00 0.00 0.00 0.00 11470 3682
1.16 3613.71 11205.49 3678.30 11396.58 60.00 0.00 0.00 0.00 0.00 0.00 11383 3702
1.20 3625.66 11240.94 3679.01 11400.90 60.00 0.00 0.00 0.00 0.00 0.00 11407 3682
1.24 3635.70 11270.66 3683.18 11405.33 60.00 0.00 0.00 0.00 0.00 0.00 11383 3682
1.28 3644.53 11295.35 3684.75 11401.92 60.00 0.00 0.00 0.00 0.00 0.00 11404 3682
1.32 3651.93 11315.34 3684.23 11409.01 60.00 0.00 0.00 0.00 0.00 0.00 11470 3682
1.36 3658.05 11332.35 3687.80 11403.06 60.00 0.00 0.00 0.00 0.00 0.00 11381 3722
1.40 3663.48 11345.42 3686.50 11403.55 60.00 0.00 0.00 0.00 0.00 0.00 11399 3662
1.44 3667.68 11356.24 3685.45 11405.76 60.00 0.00 0.00 0.00 0.00 0.00 11374 3662
1.48 3670.82 11365.32 3682.49 11404.47 60.00 0.00 0.00 0.00 0.00 0.00 11416 3641
1.52 3672.97 11372.56 3682.40 11405.00 60.00 0.00 0.00 0.00 0.00 0.00 11421 3682
1.56 3674.70 11378.14 3682.22 11396.20 60.00 0.00 0.00 0.00 0.00 0.00 11353 3681
1.60 3676.08 11381.30 3681.99 11392.51 60.00 0.00 0.00 0.00 0.00 0.00 11355 3681
1.64 3677.24 11383.31 3683.49 11391.15 60.00 0.00 0.00 0.00 0.00 0.00 11374 3661
1.68 3678.36 11384.55 3682.82 11386.76 60.00 0.00 0.00 0.00 0.00 0.00 11369 3661
1.72 3679.08 11384.79 3680.56 11383.12 60.00 0.00 0.00 0.00 0.00 0.00 11360 3661
1.76 3679.44 11384.23 3682.54 11377.63 60.00 0.00 0.00 0.00 0.00 0.00 11340 3681
1.80 3680.00 11382.95 3682.24 11376.37 60.00 0.00 0.00 0.00 0.00 0.00 11371 3681
1.84 3680.50 11381.68 3684.00 11375.16 60.00 0.00 0.00 0.00 0.00 0.00 11370 3682
1.88 3681.20 11380.37 3685.33 11372.88 60.00 0.00 0.00 0.00 0.00 0.00 11375 3682
1.92 3681.93 11378.97 3684.61 11372.60 60.00 0.00 0.00 0.00 0.00 0.00 11370 3682
1.96 3682.30 11377.69 3682.01 11370.30 60.00 0.00 0.00 0.00 0.00 0.00 11352 3661
2.00 3682.15 11376.23 3679.82 11368.22 60.00 0.00 0.00 0.00 0.00 0.00 11365 3661
2.04 3681.82 11374.88 3682.03 11370.87 60.00 0.00 0.00 0.00 0.00 0.00 11368 3682
2.08 3681.94 11374.06 3683.74 11369.28 60.00 0.00 0.00 0.00 0.00 0.00 11371 3682
2.12 3682.34 11373.28 3685.21 11371.49 60.00 0.00 0.00 0.00 0.00 0.00 11398 3682
2.16 3682.92 11372.95 3686.40 11371.39 60.00 0.00 0.00 0.00 0.00 0.00 11352 3682
2.20 3683.34 11372.67 3681.57 11371.60 60.00 0.00 0.00 0.00 0.00 0.00 11373 3661
2.24 3683.10 11372.65 3683.45 11375.41 60.00 0.00 0.00 0.00 0.00 0.00 11385 3682
2.28 3683.32 11373.10 3686.78 11374.26 60.00 0.00 0.00 0.00 0.00 0.00 11376 3682
2.32 3683.83 11373.42 3683.98 11376.62 60.00 0.00 0.00 0.00 0.00 0.00 11399 3682
2.36 3683.83 11374.09 3683.50 11378.38 60.00 0.00 0.00 0.00 0.00 0.00 11375 3681
2.40 3683.66 11374.83 3681.03 11377.23 60.00 0.00 0.00 0.00 0.00 0.00 11369 3661
2.44 3683.26 11375.32 3683.01 11378.17 60.00 0.00 0.00 0.00 0.00 0.00 11367 3682
2.48 3683.02 11375.72 3678.83 11375.54 60.00 0.00 0.00 0.00 0.00 0.00 11371 3661
2.52 3682.36 11375.67 3681.23 11375.21 60.00 0.00 0.00 0.00 0.00 0.00 11388 3682
2.56 3682.24 11375.56 3683.08 11374.63 60.00 0.00 0.00 0.00 0.00 0.00 11375 3681
2.60 3682.28 11375.36 3680.68 11374.01 60.00 0.00 0.00 0.00 0.00 0.00 11369 3661
2.64 3682.08 11375.17 3682.73 11375.35 60.00 0.00 0.00 0.00 0.00 0.00 11391 3682
2.68 3682.19 11375.05 3682.49 11372.13 60.00 0.00 0.00 0.00 0.00 0.00 11375 3681
2.72 3682.32 11374.71 3684.10 11376.34 60.00 0.00 0.00 0.00 0.00 0.00 11390 3681
2.76 3682.53 11374.99 3681.60 11375.88 60.00 0.00 0.00 0.00 0.00 0.00 11364 3661
2.80 3682.27 11375.26 3679.69 11378.30 60.00 0.00 0.00 0.00 0.00 0.00 11400 3681
2.84 3681.73 11375.99 3678.33 11381.84 60.00 0.00 0.00 0.00 0.00 0.00 11395 3682
2.88 3681.21 11377.00 3680.52 11380.35 60.00 0.00 0.00 0.00 0.00 0.00 11374 3661
2.92 3681.01 11377.66 3678.91 11381.29 60.00 0.00 0.00 0.00 0.00 0.00 11400 3682
2.96 3680.63 11378.40 3679.20 11382.85 60.00 0.00 0.00 0.00 0.00 0.00 11371 3661
3.00 3680.48 11379.08 3681.53 11379.81 60.00 0.00 0.00 0.00 0.00 0.00 11392 3682
3.04 3680.58 11379.43 3679.52 11384.63 60.00 0.00 0.00 0.00 0.00 0.00 11435 3661
3.08 3680.31 11380.27 3677.89 11381.98 60.00 0.00 0.00 0.00 0.00 0.00 11374 3661
3.12 3679.98 11380.61 3680.37 11382.52 60.00 0.00 0.00 0.00 0.00 0.00 11373 3681
3.16 3679.97 11380.87 3678.58 11380.50 60.00 0.00 0.00 0.00 0.00 0.00 11361 3661
3.20 3679.65 11380.85 3677.24 11381.51 60.00 0.00 0.00 0.00 0.00 0.00 11400 3681
3.24 3679.23 11381.15 3677.85 11385.41 60.00 0.00 0.00 0.00 0.00 0.00 11430 3661
3.28 3679.09 11381.67 3680.33 11379.65 60.00 0.00 0.00 0.00 0.00 0.00 11348 3681
3.32 3679.42 11381.35 3682.45 11380.93 60.00 0.00 0.00 0.00 0.00 0.00 11375 3682
3.36 3680.07 11381.29 3684.36 11381.31 60.00 0.00 0.00 0.00 0.00 0.00 11373 3702
3.40 3680.73 11381.35 3681.62 11382.45 60.00 0.00 0.00 0.00 0.00 0.00 11402 3641
3.44 3680.90 11381.73 3681.69 11386.38 60.00 0.00 0.00 0.00 0.00 0.00 11432 3682
3.48 3680.96 11382.36 3679.86 11381.36 60.00 0.00 0.00 0.00 0.00 0.00 11360 3682
3.52 3680.78 11382.51 3680.37 11388.58 60.00 0.00 0.00 0.00 0.00 0.00 11399 3702
3.56 3680.72 11383.79 3680.68 11392.02 60.00 0.00 0.00 0.00 0.00 0.00 11365 3682
3.60 3680.80 11385.29 3682.64 11391.74 60.00 0.00 0.00 0.00 0.00 0.00 11409 3682
3.64 3681.04 11386.67 3680.52 11395.80 60.00 0.00 0.00 0.00 0.00 0.00 11433 3662
3.68 3680.95 11388.23 3680.50 11393.23 60.00 0.00 0.00 0.00 0.00 0.00 11370 3661
3.72 3680.79 11389.14 3678.90 11392.98 60.00 0.00 0.00 0.00 0.00 0.00 11390 3682
3.76 3680.55 11389.96 3681.29 11395.35 60.00 0.00 0.00 0.00 0.00 0.00 11396 3682
3.80 3680.60 11390.92 3679.32 11394.70 60.00 0.00 0.00 0.00 0.00 0.00 11408 3661
3.84 3680.48 11391.90 3681.83 11400.81 60.00 0.00 0.00 0.00 0.00 0.00 11452 3702
3.88 3680.89 11393.34 3685.46 11396.30 60.00 0.00 0.00 0.00 0.00 0.00 11360 3682
3.92 3681.62 11393.83 3682.91 11395.19 60.00 0.00 0.00 0.00 0.00 0.00 11372 3682
3.96 3681.85 11394.33 3682.74 11400.63 60.00 0.00 0.00 0.00 0.00 0.00 11394 3682
4.00 3682.01 11395.46 3682.60 11399.96 60.00 0.00 0.00 0.00 0.00 0.00 11435 3682
4.04 3681.93 11396.54 3678.60 11405.38 60.00 0.00 0.00 0.00 0.00 0.00 11455 3662
4.08 3681.42 11397.98 3680.94 11401.21 60.00 0.00 0.00 0.00 0.00 0.00 11373 3681
4.12 3681.34 11398.44 3680.94 11398.32 60.00 0.00 0.00 0.00 0.00 0.00 11368 3662
4.16 3681.27 11398.45 3681.14 11399.02 60.00 0.00 0.00 0.00 0.00 0.00 11366 3682
4.20 3681.33 11398.41 3683.01 11395.78 60.00 0.00 0.00 0.00 0.00 0.00 11391 3681
4.24 3681.63 11397.79 3682.81 11393.02 60.00 0.00 0.00 0.00 0.00 0.00 11395 3682
4.28 3681.84 11396.64 3682.66 11387.09 60.00 0.00 0.00 0.00 0.00 0.00 11367 3682
4.32 3681.98 11394.82 3682.34 11385.77 60.00 0.00 0.00 0.00 0.00 0.00 11365 3681
4.36 3682.04 11393.37 3682.28 11390.66 60.00 0.00 0.00 0.00 0.00 0.00 11394 3682
4.40 3682.08 11392.82 3682.13 11389.52 60.00 0.00 0.00 0.00 0.00 0.00 11396 3681
4.44 3682.17 11392.43 3683.90 11394.34 60.00 0.00 0.00 0.00 0.00 0.00 11431 3682
4.48 3682.57 11392.57 3685.54 11389.58 60.00 0.00 0.00 0.00 0.00 0.00 11357 3702
4.52 3682.90 11391.94 3680.98 11387.90 60.00 0.00 0.00 0.00 0.00 0.00 11367 3662
4.56 3682.54 11391.28 3680.87 11389.68 60.00 0.00 0.00 0.00 0.00 0.00 11393 3661
4.60 3682.32 11390.90 3682.69 11388.00 60.00 0.00 0.00 0.00 0.00 0.00 11396 3662
4.64 3682.29 11390.51 3680.56 11391.12 60.00 0.00 0.00 0.00 0.00 0.00 11421 3662
4.68 3681.97 11390.56 3680.63 11389.85 60.00 0.00 0.00 0.00 0.00 0.00 11365 3662
4.72 3681.56 11390.47 3677.09 11390.63 60.00 0.00 0.00 0.00 0.00 0.00 11384 3662
4.76 3680.77 11390.77 3677.82 11396.58 60.00 0.00 0.00 0.00 0.00 0.00 11403 3662
4.80 3680.16 11391.72 3676.52 11393.85 60.00 0.00 0.00 0.00 0.00 0.00 11396 3661
4.84 3679.54 11392.37 3677.56 11399.52 60.00 0.00 0.00 0.00 0.00 0.00 11454 3682
4.88 3679.20 11393.67 3678.10 11399.09 60.00 0.00 0.00 0.00 0.00 0.00 11366 3661
4.92 3678.94 11394.98 3676.84 11405.78 60.00 0.00 0.00 0.00 0.00 0.00 11412 3662
4.96 3678.68 11397.41 3679.62 11415.21 60.00 0.00 0.00 0.00 0.00 0.00 11463 3682
5.00 3678.87 11400.42 3679.87 11409.48 60.00 0.00 0.00 0.00 0.00 0.00 11386 3662
5.04 3679.06 11402.26 3680.08 11413.11 60.00 0.00 0.00 0.00 0.00 0.00 11457 3662
5.08 3679.52 11404.01 3686.04 11407.77 60.00 0.00 0.00 0.00 0.00 0.00 11367 3702
5.12 3680.68 11404.54 3685.07 11404.15 60.00 0.00 0.00 0.00 0.00 0.00 11411 3662
5.16 3681.46 11404.88 3684.49 11413.15 60.00 0.00 0.00 0.00 0.00 0.00 11452 3682
5.20 3681.91 11406.47 3682.02 11414.48 60.00 0.00 0.00 0.00 0.00 0.00 11441 3662
5.24 3682.09 11408.22 3685.61 11420.42 60.00 0.00 0.00 0.00 0.00 0.00 11468 3682
5.28 3682.79 11410.62 3686.73 11423.68 60.00 0.00 0.00 0.00 0.00 0.00 11412 3682
5.32 3683.66 11413.43 3689.83 11432.38 60.00 0.00 0.00 0.00 0.00 0.00 11469 3722
5.36 3684.81 11417.21 3690.14 11438.46 60.00 0.00 0.00 0.00 0.00 0.00 11462 3682
5.40 3685.89 11421.25 3692.19 11441.07 60.00 0.00 0.00 0.00 0.00 0.00 11474 3682
5.44 3687.06 11425.38 3692.26 11451.42 60.00 0.00 0.00 0.00 0.00 0.00 11496 3702
5.48 3688.11 11430.56 3694.20 11459.62 60.00 0.00 0.00 0.00 0.00 0.00 11496 3702
5.52 3689.29 11436.33 3695.57 11468.45 60.00 0.00 0.00 0.00 0.00 0.00 11508 3682
5.56 3690.50 11442.55 3696.68 11474.90 60.00 0.00 0.00 0.00 0.00 0.00 11501 3682
5.60 3691.78 11448.56 3699.58 11475.65 60.00 0.00 0.00 0.00 0.00 0.00 11476 3702
5.64 3693.06 11453.68 3696.24 11478.34 60.00 0.00 0.00 0.00 0.00 0.00 11495 3682
5.68 3693.70 11458.22 3697.33 11478.13 60.00 0.00 0.00 0.00 0.00 0.00 11464 3702
5.72 3694.32 11461.88 3696.22 11477.91 60.00 0.00 0.00 0.00 0.00 0.00 11485 3682
5.76 3694.64 11465.13 3695.52 11484.26 60.00 0.00 0.00 0.00 0.00 0.00 11517 3702
5.80 3694.95 11468.86 3698.85 11488.53 60.00 0.00 0.00 0.00 0.00 0.00 11502 3723
5.84 3695.79 11472.71 3701.34 11493.41 60.00 0.00 0.00 0.00 0.00 0.00 11509 3702
5.88 3696.91 11476.72 3703.45 11497.68 60.00 0.00 0.00 0.00 0.00 0.00 11514 3703
5.92 3697.92 11480.82 3699.18 11502.72 60.00 0.00 0.00 0.00 0.00 0.00 11528 3662
5.96 3698.18 11485.01 3699.90 11505.85 60.00 0.00 0.00 0.00 0.00 0.00 11532 3703
6.00 3698.61 11488.94 3702.29 11507.74 60.00 0.00 0.00 0.00 0.00 0.00 11512 3703
6.04 3699.29 11492.58 3702.24 11511.51 60.00 0.00 0.00 0.00 0.00 0.00 11520 3702
6.08 3700.00 11496.17 3705.88 11513.53 60.00 0.00 0.00 0.00 0.00 0.00 11507 3702
6.12 3700.96 11499.44 3703.23 11514.95 60.00 0.00 0.00 0.00 0.00 0.00 11530 3682
6.16 3701.46 11502.46 3704.89 11518.46 60.00 0.00 0.00 0.00 0.00 0.00 11541 3702
6.20 3702.33 11505.39 3710.13 11517.98 60.00 0.00 0.00 0.00 0.00 0.00 11506 3723
6.24 3703.88 11507.95 3712.58 11523.22 60.00 0.00 0.00 0.00 0.00 0.00 11547 3723
6.28 3705.57 11510.97 3714.36 11527.52 60.00 0.00 0.00 0.00 0.00 0.00 11543 3703
6.32 3707.27 11514.11 3716.00 11529.44 60.00 0.00 0.00 0.00 0.00 0.00 11540 3723
6.36 3708.85 11516.98 3715.33 11530.31 60.00 0.00 0.00 0.00 0.00 0.00 11534 3703
6.40 3710.11 11519.40 3716.79 11529.43 60.00 0.00 0.00 0.00 0.00 0.00 11520 3723
6.44 3711.30 11521.32 3715.97 11531.11 60.00 0.00 0.00 0.00 0.00 0.00 11534 3703
6.48 3712.13 11523.12 3715.30 11531.01 60.00 0.00 0.00 0.00 0.00 0.00 11532 3703
6.52 3712.69 11524.59 3714.68 11531.30 60.00 0.00 0.00 0.00 0.00 0.00 11543 3703
6.56 3713.04 11525.93 3714.26 11533.52 60.00 0.00 0.00 0.00 0.00 0.00 11542 3703
6.60 3713.33 11527.32 3715.72 11533.24 60.00 0.00 0.00 0.00 0.00 0.00 11524 3703
6.64 3713.74 11528.46 3715.10 11534.28 60.00 0.00 0.00 0.00 0.00 0.00 11543 3703
6.68 3714.06 11529.54 3716.60 11534.46 60.00 0.00 0.00 0.00 0.00 0.00 11530 3723
6.72 3714.49 11530.38 3715.82 11533.01 60.00 0.00 0.00 0.00 0.00 0.00 11533 3703
6.76 3714.71 11530.95 3715.18 11534.90 60.00 0.00 0.00 0.00 0.00 0.00 11542 3703
6.80 3714.86 11531.63 3716.67 11533.87 60.00 0.00 0.00 0.00 0.00 0.00 11520 3723
6.84 3715.24 11532.08 3717.67 11534.62 60.00 0.00 0.00 0.00 0.00 0.00 11535 3703
6.88 3715.65 11532.56 3716.68 11534.93 60.00 0.00 0.00 0.00 0.00 0.00 11532 3703
6.92 3715.97 11533.03 3719.68 11535.65 60.00 0.00 0.00 0.00 0.00 0.00 11542 3723
6.96 3716.69 11533.51 3720.31 11535.61 60.00 0.00 0.00 0.00 0.00 0.00 11535 3723
7.01 3717.38 11533.86 3720.82 11534.73 62.87 1.13 0.00 0.00 0.00 0.00 11530 3723
7.05 3717.94 11534.10 3719.24 11536.41 62.87 1.13 0.00 0.00 0.00 0.00 11545 3703
7.09 3718.20 11534.62 3719.75 11538.46 62.87 1.13 0.00 0.00 0.00 0.00 11542 3703
7.13 3718.51 11535.49 3720.17 11541.91 62.87 1.13 0.00 0.00 0.00 0.00 11568 3703
7.17 3718.75 11536.83 3718.71 11545.32 62.87 1.13 0.00 0.00 0.00 0.00 11566 3703
7.21 3718.78 11538.36 3719.52 11544.64 62.87 1.13 0.00 0.00 0.00 0.00 11537 3723
7.25 3718.86 11539.60 3718.38 11546.33 62.87 1.13 0.00 0.00 0.00 0.00 11545 3723
7.29 3719.28 11541.17 3729.35 11553.49 62.87 1.13 0.00 0.00 0.00 0.00 11585 3805
7.33 3723.37 11544.05 3777.72 11566.78 62.87 1.13 0.00 0.00 0.00 0.00 11640 4109
7.37 3736.65 11549.07 3848.33 11584.65 62.87 1.13 0.00 0.00 0.00 0.00 11676 4155
7.41 3759.47 11556.24 3896.39 11597.76 62.87 1.13 0.00 0.00 0.00 0.00 11638 4026
7.45 3785.95 11564.41 3922.85 11608.91 62.87 1.13 0.00 0.00 0.00 0.00 11656 3966
7.49 3812.47 11572.88 3950.18 11614.44 62.87 1.13 0.00 0.00 0.00 0.00 11638 4007
7.53 3836.25 11580.65 3914.80 11616.65 62.87 1.13 0.00 0.00 0.00 0.00 11637 3764
7.57 3849.41 11587.29 3885.95 11616.72 62.87 1.13 0.00 0.00 0.00 0.00 11617 3744
7.61 3855.33 11592.59 3868.07 11613.81 62.87 1.13 0.00 0.00 0.00 0.00 11600 3744
7.65 3856.68 11596.37 3846.50 11610.94 62.87 1.13 0.00 0.00 0.00 0.00 11602 3764
7.69 3854.08 11598.98 3830.82 11609.18 62.87 1.13 0.00 0.00 0.00 0.00 11596 3764
7.73 3849.10 11600.62 3815.92 11604.09 62.87 1.13 0.00 0.00 0.00 0.00 11581 3724
7.77 3842.43 11601.26 3804.06 11603.95 62.87 1.13 0.00 0.00 0.00 0.00 11609 3744
7.81 3834.91 11601.66 3794.45 11601.92 62.87 1.13 0.00 0.00 0.00 0.00 11589 3744
7.85 3827.10 11601.65 3786.86 11600.73 62.87 1.13 0.00 0.00 0.00 0.00 11590 3764
7.89 3819.56 11601.47 3784.32 11600.49 62.87 1.13 0.00 0.00 0.00 0.00 11599 3764
7.93 3812.86 11601.24 3780.16 11599.50 62.87 1.13 0.00 0.00 0.00 0.00 11600 3743
7.97 3806.68 11600.93 3776.89 11599.60 62.87 1.13 0.00 0.00 0.00 0.00 11601 3744
8.01 3801.23 11600.62 3778.04 11598.24 62.87 1.13 0.00 0.00 0.00 0.00 11591 3764
8.05 3796.75 11600.21 3773.57 11598.77 62.87 1.13 0.00 0.00 0.00 0.00 11602 3764
8.09 3792.39 11599.93 3771.75 11598.60 62.87 1.13 0.00 0.00 0.00 0.00 11596 3764
8.13 3788.50 11599.62 3770.08 11597.23 62.87 1.13 0.00 0.00 0.00 0.00 11598 3744
8.17 3784.96 11599.15 3766.92 11596.67 62.87 1.13 0.00 0.00 0.00 0.00 11599 3744
8.21 3781.78 11598.60 3770.17 11594.67 62.87 1.13 0.00 0.00 0.00 0.00 11571 3784
8.25 3779.40 11597.81 3765.00 11593.30 62.87 1.13 0.00 0.00 0.00 0.00 11587 3724
8.29 3776.73 11597.00 3764.81 11593.78 62.87 1.13 0.00 0.00 0.00 0.00 11593 3764
8.33 3774.42 11596.36 3762.45 11592.68 62.87 1.13 0.00 0.00 0.00 0.00 11597 3724
8.37 3772.13 11595.72 3760.65 11593.60 62.87 1.13 0.00 0.00 0.00 0.00 11598 3743
8.41 3769.78 11595.30 3755.68 11592.93 62.87 1.13 0.00 0.00 0.00 0.00 11582 3744
8.45 3767.07 11594.89 3753.26 11593.52 62.87 1.13 0.00 0.00 0.00 0.00 11597 3724
8.49 3764.52 11594.56 3753.30 11591.88 62.87 1.13 0.00 0.00 0.00 0.00 11583 3744
8.53 3762.45 11593.95 3753.23 11589.38 62.87 1.13 0.00 0.00 0.00 0.00 11583 3743
8.57 3760.67 11593.14 3751.48 11590.07 62.87 1.13 0.00 0.00 0.00 0.00 11593 3744
8.61 3758.99 11592.50 3751.86 11588.55 62.87 1.13 0.00 0.00 0.00 0.00 11583 3744
8.65 3757.68 11591.80 3751.96 11589.05 62.87 1.13 0.00 0.00 0.00 0.00 11595 3724
8.69 3756.63 11591.36 3752.15 11590.44 62.87 1.13 0.00 0.00 0.00 0.00 11594 3743
8.73 3755.73 11591.04 3750.50 11587.37 62.87 1.13 0.00 0.00 0.00 0.00 11561 3743
8.77 3754.79 11590.28 3750.97 11585.55 62.87 1.13 0.00 0.00 0.00 0.00 11574 3743
8.81 3754.10 11589.41 3751.44 11585.59 62.87 1.13 0.00 0.00 0.00 0.00 11582 3744
8.85 3753.46 11588.67 3748.14 11584.83 62.87 1.13 0.00 0.00 0.00 0.00 11592 3744
8.89 3752.60 11587.94 3750.85 11584.48 62.87 1.13 0.00 0.00 0.00 0.00 11583 3743
8.93 3752.21 11587.23 3749.35 11582.94 62.87 1.13 0.00 0.00 0.00 0.00 11574 3724
8.97 3751.46 11586.38 3744.43 11581.65 62.87 1.13 0.00 0.00 0.00 0.00 11570 3723
9.01 3750.14 11585.40 3744.05 11579.25 62.72 0.36 0.00 0.00 0.00 0.00 11560 3723
9.05 3748.83 11584.26 3740.05 11579.20 62.72 0.36 908.19 1152957.50 809.66 373773.66 11579 3723
9.09 3747.24 11583.26 3740.60 11577.85 62.72 0.36 908.19 1152957.50 809.66 373773.66 11565 3724
9.13 3746.03 11582.08 3740.86 11573.87 62.72 0.36 908.19 1152957.50 809.66 373773.66 11564 3723
9.17 3744.91 11580.38 3737.26 11569.85 62.72 0.36 908.19 1152957.50 809.66 373773.66 11547 3703
9.21 3743.54 11578.32 3738.15 11567.39 62.72 0.36 908.19 1152957.50 809.66 373773.66 11564 3723
9.25 3742.59 11576.33 3739.06 11567.91 62.72 0.36 908.19 1152957.50 809.66 373773.66 11573 3724
9.30 3741.97 11574.75 3739.70 11567.47 62.72 0.36 908.19 1152957.50 809.66 373773.66 11567 3723
9.34 3741.65 11573.37 3742.02 11566.59 62.72 0.36 908.19 1152957.50 809.66 373773.66 11560 3723
9.38 3741.72 11571.85 3742.00 11560.74 62.72 0.36 908.19 1152957.50 809.66 373773.66 11532 3723
9.42 3741.60 11569.63 3738.19 11557.19 62.72 0.36 908.19 1152957.50 809.66 373773.66 11543 3703
9.46 3740.83 11567.06 3735.11 11551.13 62.72 0.36 908.19 1152957.50 809.66 373773.66 11513 3703
9.50 3739.57 11563.80 3730.81 11544.28 62.72 0.36 908.19 1152957.50 809.66 373773.66 11507 3703
9.54 3737.88 11559.91 3729.12 11537.97 62.72 0.36 908.19 1152957.50 809.66 373773.66 11504 3703
9.58 3736.12 11555.51 3725.96 11530.43 62.72 0.36 908.19 1152957.50 809.66 373773.66 11494 3703
9.62 3734.30 11550.61 3727.20 11524.54 62.72 0.36 908.19 1152957.50 809.66 373773.66 11498 3723
9.67 3732.76 11545.59 3722.30 11519.88 62.72 0.36 908.19 1152957.50 809.66 373773.66 11510 3682
9.71 3730.66 11540.73 3718.63 11517.51 62.72 0.36 908.19 1152957.50 809.66 373773.66 11506 3703
9.75 3728.47 11536.32 3719.16 11514.64 62.72 0.36 908.19 1152957.50 809.66 373773.66 11509 3702
9.79 3726.79 11532.29 3719.89 11514.02 62.72 0.36 908.19 1152957.50 809.66 373773.66 11518 3723
9.83 3725.53 11528.94 3720.28 11514.54 62.72 0.36 908.19 1152957.50 809.66 373773.66 11522 3703
9.87 3724.59 11526.41 3720.80 11517.23 62.72 0.36 908.19 1152957.50 809.66 373773.66 11532 3723
9.91 3723.81 11524.78 3719.22 11518.72 62.72 0.36 908.19 1152957.50 809.66 373773.66 11517 3703
9.95 3723.07 11523.78 3721.54 11521.20 62.72 0.36 908.19 1152957.50 809.66 373773.66 11528 3703
9.99 3722.71 11523.27 3719.81 11520.54 62.72 0.36 908.19 1152957.50 809.66 373773.66 11513 3703
10.04 3722.11 11522.87 3718.42 11522.78 62.72 0.36 908.19 1152957.50 809.66 373773.66 11529 3703
10.08 3721.38 11522.95 3717.29 11524.86 62.72 0.36 908.19 1152957.50 809.66 373773.66 11529 3703
10.12 3720.76 11523.38 3720.17 11526.63 62.72 0.36 908.19 1152957.50 809.66 373773.66 11538 3723
10.16 3720.84 11524.11 3724.40 11529.41 62.72 0.36 908.19 1152957.50 809.66 373773.66 11528 3723
10.20 3721.40 11525.17 3722.13 11531.10 62.72 0.36 908.19 1152957.50 809.66 373773.66 11535 3703
10.24 3721.63 11526.36 3724.19 11533.18 62.72 0.36 908.19 1152957.50 809.66 373773.66 11534 3723
10.28 3722.00 11527.64 3721.96 11533.62 62.72 0.36 908.19 1152957.50 809.66 373773.66 11535 3703
