t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
25.30 3713.33 11440.93 3723.78 11449.95 61.07 0.52 279.80 1142811.50 64.29 370001.78 11461 3703
25.34 3715.34 11442.73 3725.63 11452.79 61.07 0.52 279.80 1142811.50 64.29 370001.78 11463 3724
25.38 3717.13 11444.64 3723.13 11453.98 61.07 0.52 279.80 1142811.50 64.29 370001.78 11451 3703
25.42 3718.31 11446.44 3724.90 11455.72 61.07 0.52 279.80 1142811.50 64.29 370001.78 11457 3723
25.46 3719.51 11448.27 3724.54 11458.25 61.07 0.52 279.80 1142811.50 64.29 370001.78 11461 3723
25.50 3720.34 11450.16 3722.45 11459.31 65.97 0.59 279.80 1142811.50 64.29 370001.78 11470 3723
25.55 3721.17 11451.89 3731.84 11460.18 65.97 0.59 182.10 1146543.00 99.84 371849.78 11462 3743
25.59 3723.14 11453.50 3731.96 11461.91 65.97 0.59 182.10 1146543.00 99.84 371849.78 11465 3723
25.63 3724.78 11455.12 3732.15 11463.46 65.97 0.59 182.10 1146543.00 99.84 371849.78 11462 3723
25.67 3726.06 11456.65 3730.41 11463.25 65.97 0.59 182.10 1146543.00 99.84 371849.78 11460 3723
25.71 3727.06 11457.95 3734.69 11465.04 65.97 0.59 182.10 1146543.00 99.84 371849.78 11467 3743
25.75 3728.27 11459.27 3730.47 11465.29 65.97 0.59 182.10 1146543.00 99.84 371849.78 11473 3703
25.79 3728.78 11460.48 3732.74 11467.44 65.97 0.59 182.10 1146543.00 99.84 371849.78 11478 3723
25.83 3729.51 11461.79 3732.69 11468.13 65.97 0.59 182.10 1146543.00 99.84 371849.78 11482 3723
25.87 3730.10 11463.00 3732.74 11469.03 65.97 0.59 182.10 1146543.00 99.84 371849.78 11479 3723
25.92 3730.58 11464.13 3732.58 11469.22 65.97 0.59 182.10 1146543.00 99.84 371849.78 11480 3703
25.96 3730.95 11465.15 3732.56 11471.06 65.97 0.59 182.10 1146543.00 99.84 371849.78 11477 3723
26.00 3731.24 11466.15 3732.43 11469.14 65.97 0.59 182.10 1146543.00 99.84 371849.78 11451 3703
26.04 3731.46 11466.78 3732.54 11470.86 65.97 0.59 182.10 1146543.00 99.84 371849.78 11482 3724
26.08 3731.74 11467.52 3734.22 11470.61 65.97 0.59 182.10 1146543.00 99.84 371849.78 11461 3703
26.12 3732.10 11468.08 3732.19 11470.48 65.97 0.59 182.10 1146543.00 99.84 371849.78 11460 3724
26.16 3732.22 11468.54 3734.43 11470.70 65.97 0.59 182.10 1146543.00 99.84 371849.78 11465 3744
26.20 3732.61 11468.94 3734.06 11470.82 65.97 0.59 182.10 1146543.00 99.84 371849.78 11468 3723
26.24 3732.78 11469.30 3731.96 11471.07 65.97 0.59 182.10 1146543.00 99.84 371849.78 11466 3723
26.29 3732.64 11469.62 3732.26 11471.07 65.97 0.59 182.10 1146543.00 99.84 371849.78 11481 3743
26.33 3732.66 11469.93 3734.19 11471.86 65.97 0.59 182.10 1146543.00 99.84 371849.78 11471 3723
26.37 3732.83 11470.27 3731.86 11471.60 65.97 0.59 182.10 1146543.00 99.84 371849.78 11479 3703
26.41 3732.75 11470.55 3733.97 11472.32 65.97 0.59 182.10 1146543.00 99.84 371849.78 11483 3724
26.45 3732.97 11470.85 3733.77 11471.66 65.97 0.59 182.10 1146543.00 99.84 371849.78 11466 3723
26.49 3733.02 11471.05 3731.62 11472.93 65.97 0.59 182.10 1146543.00 99.84 371849.78 11485 3703
26.53 3732.85 11471.43 3733.67 11473.49 65.97 0.59 182.10 1146543.00 99.84 371849.78 11473 3723
26.57 3733.00 11471.89 3733.63 11475.21 65.97 0.59 182.10 1146543.00 99.84 371849.78 11484 3724
26.62 3733.28 11472.55 3737.10 11476.30 65.97 0.59 182.10 1146543.00 99.84 371849.78 11480 3723
26.66 3734.04 11473.28 3738.32 11477.09 65.97 0.59 182.10 1146543.00 99.84 371849.78 11480 3744
26.70 3734.88 11473.96 3739.40 11476.69 65.97 0.59 182.10 1146543.00 99.84 371849.78 11466 3744
26.74 3735.74 11474.50 3740.07 11477.52 65.97 0.59 182.10 1146543.00 99.84 371849.78 11482 3724
26.78 3736.48 11475.11 3738.72 11478.51 65.97 0.59 182.10 1146543.00 99.84 371849.78 11478 3723
26.82 3736.84 11475.67 3737.62 11477.18 65.97 0.59 182.10 1146543.00 99.84 371849.78 11472 3723
26.86 3737.20 11475.93 3742.33 11476.80 65.97 0.59 182.10 1146543.00 99.84 371849.78 11478 3743
26.90 3738.06 11476.08 3740.46 11476.43 65.97 0.59 182.10 1146543.00 99.84 371849.78 11472 3723
26.94 3738.53 11476.14 3740.93 11476.51 65.97 0.59 182.10 1146543.00 99.84 371849.78 11475 3724
26.99 3738.99 11476.20 3741.32 11476.17 65.97 0.59 182.10 1146543.00 99.84 371849.78 11478 3724
27.03 3739.34 11476.23 3739.64 11476.99 65.97 0.59 182.10 1146543.00 99.84 371849.78 11481 3723
27.07 3739.14 11476.13 3734.17 11471.71 65.97 0.59 182.10 1146543.00 99.84 371849.78 11426 3682
27.11 3738.13 11475.03 3732.15 11465.58 65.97 0.59 182.10 1146543.00 99.84 371849.78 11438 3724
27.15 3737.12 11473.28 3734.10 11465.47 65.97 0.59 182.10 1146543.00 99.84 371849.78 11456 3723
27.19 3736.55 11471.95 3733.88 11467.86 65.97 0.59 182.10 1146543.00 99.84 371849.78 11479 3723
27.23 3736.13 11471.19 3735.50 11467.83 65.97 0.59 182.10 1146543.00 99.84 371849.78 11463 3723
27.27 3735.91 11470.60 3733.13 11468.48 65.97 0.59 182.10 1146543.00 99.84 371849.78 11466 3723
27.32 3735.58 11470.23 3737.10 11468.92 65.97 0.59 182.10 1146543.00 99.84 371849.78 11468 3764
27.36 3735.73 11470.06 3734.31 11470.47 65.97 0.59 182.10 1146543.00 99.84 371849.78 11478 3703
27.40 3735.27 11470.13 3730.05 11470.43 65.97 0.59 182.10 1146543.00 99.84 371849.78 11466 3683
27.44 3734.15 11470.14 3726.60 11469.51 65.97 0.59 182.10 1146543.00 99.84 371849.78 11476 3683
27.48 3732.81 11470.06 3727.81 11470.34 65.97 0.59 182.10 1146543.00 99.84 371849.78 11472 3723
27.52 3731.84 11470.02 3726.69 11468.24 65.97 0.59 182.10 1146543.00 99.84 371849.78 11456 3703
27.56 3730.68 11469.61 3722.19 11466.53 49.39 0.27 182.10 1146543.00 99.84 371849.78 11463 3703
27.61 3729.20 11469.00 3724.04 11465.78 49.39 0.27 182.10 1146543.00 99.84 371849.78 11473 3703
27.65 3728.32 11468.37 3725.53 11464.96 49.39 0.27 182.10 1146543.00 99.84 371849.78 11470 3703
27.69 3727.85 11467.63 3726.65 11462.48 49.39 0.27 182.10 1146543.00 99.84 371849.78 11451 3703
27.73 3727.68 11466.60 3727.76 11460.92 49.39 0.27 182.10 1146543.00 99.84 371849.78 11450 3723
27.77 3727.73 11465.47 3728.54 11459.14 49.39 0.27 182.10 1146543.00 99.84 371849.78 11452 3703
27.81 3727.82 11464.36 3727.29 11460.42 49.39 0.27 182.10 1146543.00 99.84 371849.78 11464 3703
27.85 3727.77 11463.59 3728.27 11459.44 49.39 0.27 182.10 1146543.00 99.84 371849.78 11442 3723
27.89 3727.81 11462.87 3727.07 11460.53 49.39 0.27 182.10 1146543.00 99.84 371849.78 11459 3703
27.93 3727.64 11462.45 3726.30 11460.67 49.39 0.27 182.10 1146543.00 99.84 371849.78 11457 3723
27.98 3727.27 11462.09 3723.67 11460.07 49.39 0.27 182.10 1146543.00 99.84 371849.78 11458 3703
28.02 3726.69 11461.74 3725.44 11460.65 49.39 0.27 182.10 1146543.00 99.84 371849.78 11456 3724
28.06 3726.43 11461.55 3724.78 11460.82 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3703
28.10 3726.01 11461.43 3722.44 11461.22 49.39 0.27 182.10 1146543.00 99.84 371849.78 11470 3703
28.14 3725.35 11461.42 3722.35 11461.91 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3703
28.18 3724.88 11461.53 3724.16 11462.35 49.39 0.27 182.10 1146543.00 99.84 371849.78 11468 3703
28.22 3724.73 11461.68 3723.74 11462.28 49.39 0.27 182.10 1146543.00 99.84 371849.78 11471 3703
28.26 3724.61 11461.85 3725.20 11463.52 49.39 0.27 182.10 1146543.00 99.84 371849.78 11465 3703
28.30 3724.70 11462.16 3724.67 11463.65 49.39 0.27 182.10 1146543.00 99.84 371849.78 11459 3703
28.35 3724.68 11462.47 3724.45 11464.34 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3724
28.39 3724.71 11462.80 3726.07 11464.03 49.39 0.27 182.10 1146543.00 99.84 371849.78 11458 3723
28.43 3725.02 11463.09 3727.37 11465.46 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3723
28.47 3725.42 11463.52 3726.64 11465.21 49.39 0.27 182.10 1146543.00 99.84 371849.78 11458 3724
28.51 3725.62 11463.86 3725.95 11465.96 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3723
28.55 3725.65 11464.24 3725.39 11465.82 49.39 0.27 182.10 1146543.00 99.84 371849.78 11461 3723
28.59 3725.49 11464.47 3722.94 11464.44 49.39 0.27 182.10 1146543.00 99.84 371849.78 11459 3703
28.63 3725.10 11464.48 3724.75 11464.76 49.39 0.27 182.10 1146543.00 99.84 371849.78 11469 3723
28.68 3725.10 11464.55 3726.11 11465.27 49.39 0.27 182.10 1146543.00 99.84 371849.78 11475 3703
28.72 3725.34 11464.74 3727.41 11466.56 49.39 0.27 182.10 1146543.00 99.84 371849.78 11473 3723
28.76 3725.78 11465.11 3728.56 11467.31 49.39 0.27 182.10 1146543.00 99.84 371849.78 11471 3724
28.80 3726.32 11465.58 3729.19 11468.69 49.39 0.27 182.10 1146543.00 99.84 371849.78 11476 3703
28.84 3727.05 11466.14 3733.51 11468.34 49.39 0.27 182.10 1146543.00 99.84 371849.78 11464 3723
28.88 3728.24 11466.60 3733.50 11469.52 49.39 0.27 182.10 1146543.00 99.84 371849.78 11476 3724
28.92 3729.38 11467.04 3737.19 11467.51 49.39 0.27 182.10 1146543.00 99.84 371849.78 11458 3743
28.96 3730.79 11467.16 3736.49 11468.19 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3724
29.00 3732.16 11467.35 3743.51 11468.16 49.39 0.27 182.10 1146543.00 99.84 371849.78 11460 3764
29.05 3734.18 11467.53 3741.72 11468.90 49.39 0.27 182.10 1146543.00 99.84 371849.78 11473 3744
29.09 3735.68 11467.82 3744.15 11469.74 49.39 0.27 182.10 1146543.00 99.84 371849.78 11470 3764
29.13 3737.32 11468.19 3745.92 11470.08 49.39 0.27 182.10 1146543.00 99.84 371849.78 11472 3744
29.17 3739.07 11468.56 3749.36 11470.40 49.39 0.27 182.10 1146543.00 99.84 371849.78 11468 3764
29.21 3740.91 11468.77 3748.14 11467.60 49.39 0.27 182.10 1146543.00 99.84 371849.78 11449 3724
29.25 3742.38 11468.57 3751.15 11468.00 49.39 0.27 182.10 1146543.00 99.84 371849.78 11474 3764
29.29 3743.83 11468.43 3747.49 11467.19 49.39 0.27 182.10 1146543.00 99.84 371849.78 11459 3703
29.33 3744.29 11468.23 3742.73 11467.83 49.39 0.27 182.10 1146543.00 99.84 371849.78 11471 3703
29.37 3744.08 11468.16 3744.46 11467.87 49.39 0.27 182.10 1146543.00 99.84 371849.78 11469 3704
29.42 3744.23 11468.10 3746.17 11467.88 49.39 0.27 182.10 1146543.00 99.84 371849.78 11467 3744
29.46 3744.81 11468.04 3751.06 11467.32 49.39 0.27 182.10 1146543.00 99.84 371849.78 11463 3743
29.50 3745.99 11467.91 3751.52 11467.45 49.39 0.27 182.10 1146543.00 99.84 371849.78 11468 3744
29.54 3746.94 11467.79 3750.09 11466.67 49.39 0.27 182.10 1146543.00 99.84 371849.78 11461 3744
29.58 3747.47 11467.50 3749.04 11464.96 49.39 0.27 182.10 1146543.00 99.84 371849.78 11461 3764
29.62 3747.81 11466.97 3750.08 11463.70 61.97 0.15 182.10 1146543.00 99.84 371849.78 11446 3764
29.67 3748.18 11466.42 3748.93 11464.90 61.97 0.15 68.20 1146696.80 144.51 373195.66 11470 3744
29.71 3748.44 11466.15 3751.59 11465.04 61.97 0.15 68.20 1146696.80 144.51 373195.66 11459 3744
29.75 3748.86 11465.93 3748.05 11464.80 61.97 0.15 68.20 1146696.80 144.51 373195.66 11460 3723
29.79 3748.85 11465.70 3751.08 11464.32 61.97 0.15 68.20 1146696.80 144.51 373195.66 11458 3764
29.83 3749.27 11465.40 3751.33 11463.32 61.97 0.15 68.20 1146696.80 144.51 373195.66 11469 3724
29.87 3749.68 11465.01 3751.94 11463.19 61.97 0.15 68.20 1146696.80 144.51 373195.66 11466 3764
29.91 3749.92 11464.62 3748.13 11462.13 61.97 0.15 68.20 1146696.80 144.51 373195.66 11468 3703
29.95 3749.46 11464.12 3745.35 11461.22 61.97 0.15 68.20 1146696.80 144.51 373195.66 11464 3724
29.99 3748.58 11463.58 3742.79 11461.06 61.97 0.15 68.20 1146696.80 144.51 373195.66 11467 3703
30.04 3747.52 11463.16 3742.82 11462.08 61.97 0.15 68.20 1146696.80 144.51 373195.66 11465 3724
30.08 3746.65 11462.88 3742.84 11460.32 61.97 0.15 68.20 1146696.80 144.51 373195.66 11441 3724
30.12 3745.77 11462.43 3739.06 11460.77 61.97 0.15 68.20 1146696.80 144.51 373195.66 11466 3704
30.16 3744.65 11462.03 3741.50 11458.79 61.97 0.15 68.20 1146696.80 144.51 373195.66 11439 3723
30.20 3744.09 11461.43 3741.98 11458.67 61.97 0.15 68.20 1146696.80 144.51 373195.66 11452 3744
30.24 3743.80 11460.88 3744.16 11457.78 61.97 0.15 68.20 1146696.80 144.51 373195.66 11444 3744
30.28 3743.68 11460.22 3740.14 11455.90 61.97 0.15 68.20 1146696.80 144.51 373195.66 11455 3723
30.32 3743.25 11459.42 3744.87 11455.94 61.97 0.15 68.20 1146696.80 144.51 373195.66 11449 3784
30.36 3743.34 11458.72 3740.52 11454.66 61.97 0.15 68.20 1146696.80 144.51 373195.66 11453 3703
30.41 3742.84 11457.99 3740.88 11455.06 61.97 0.15 68.20 1146696.80 144.51 373195.66 11462 3723
30.45 3742.57 11457.41 3742.97 11454.26 61.97 0.15 68.20 1146696.80 144.51 373195.66 11457 3723
30.49 3742.56 11456.82 3741.07 11454.03 61.97 0.15 68.20 1146696.80 144.51 373195.66 11463 3723
30.53 3742.22 11456.22 3739.62 11452.25 61.97 0.15 68.20 1146696.80 144.51 373195.66 11457 3724
30.57 3741.94 11455.60 3744.05 11454.58 61.97 0.15 68.20 1146696.80 144.51 373195.66 11464 3744
30.61 3742.41 11455.31 3745.64 11452.47 61.97 0.15 68.20 1146696.80 144.51 373195.66 11443 3724
30.65 3742.90 11454.90 3743.33 11454.95 61.97 0.15 68.20 1146696.80 144.51 373195.66 11466 3724
30.69 3743.06 11454.88 3745.26 11454.38 61.97 0.15 68.20 1146696.80 144.51 373195.66 11442 3744
30.73 3743.28 11454.79 3741.22 11454.48 61.97 0.15 68.20 1146696.80 144.51 373195.66 11454 3724
30.78 3742.75 11454.62 3737.85 11451.89 61.97 0.15 68.20 1146696.80 144.51 373195.66 11429 3723
30.82 3741.80 11454.13 3737.02 11452.30 61.97 0.15 68.20 1146696.80 144.51 373195.66 11455 3724
30.86 3741.06 11453.83 3740.14 11453.03 61.97 0.15 68.20 1146696.80 144.51 373195.66 11449 3744
30.90 3740.82 11453.68 3738.58 11452.96 61.97 0.15 68.20 1146696.80 144.51 373195.66 11456 3703
30.94 3740.62 11453.60 3743.21 11454.06 61.97 0.15 68.20 1146696.80 144.51 373195.66 11454 3744
30.98 3740.91 11453.68 3739.26 11454.07 61.97 0.15 68.20 1146696.80 144.51 373195.66 11465 3703
31.02 3740.47 11453.75 3736.16 11454.12 61.97 0.15 68.20 1146696.80 144.51 373195.66 11452 3704
31.06 3739.91 11453.85 3741.25 11454.75 61.97 0.15 68.20 1146696.80 144.51 373195.66 11465 3744
31.11 3740.08 11454.11 3739.77 11456.70 61.97 0.15 68.20 1146696.80 144.51 373195.66 11465 3724
31.15 3739.97 11454.52 3738.47 11455.34 61.97 0.15 68.20 1146696.80 144.51 373195.66 11451 3723
31.19 3739.82 11454.74 3741.32 11456.80 61.97 0.15 68.20 1146696.80 144.51 373195.66 11463 3744
31.23 3740.03 11455.07 3739.83 11455.70 61.97 0.15 68.20 1146696.80 144.51 373195.66 11442 3724
31.27 3740.02 11455.18 3740.42 11455.57 61.97 0.15 68.20 1146696.80 144.51 373195.66 11447 3724
31.31 3740.13 11455.19 3741.10 11454.22 61.97 0.15 68.20 1146696.80 144.51 373195.66 11439 3744
31.35 3740.15 11454.97 3737.76 11453.47 61.97 0.15 68.20 1146696.80 144.51 373195.66 11446 3724
31.39 3739.77 11454.65 3738.95 11452.40 61.97 0.15 68.20 1146696.80 144.51 373195.66 11445 3744
31.43 3739.47 11454.20 3735.81 11451.64 61.97 0.15 68.20 1146696.80 144.51 373195.66 11456 3703
31.48 3738.69 11453.69 3733.46 11450.79 61.97 0.15 68.20 1146696.80 144.51 373195.66 11450 3723
31.52 3737.80 11453.14 3735.17 11450.66 61.97 0.15 68.20 1146696.80 144.51 373195.66 11461 3723
31.56 3737.30 11452.62 3734.84 11449.18 61.97 0.15 68.20 1146696.80 144.51 373195.66 11450 3724
31.60 3736.82 11451.95 3734.28 11448.36 61.97 0.15 68.20 1146696.80 144.51 373195.66 11451 3703
31.64 3736.25 11451.25 3732.13 11447.62 61.97 0.15 68.20 1146696.80 144.51 373195.66 11453 3704
31.68 3735.42 11450.61 3730.49 11448.22 63.40 0.42 68.20 1146696.80 144.51 373195.66 11456 3724
31.72 3734.62 11450.17 3732.86 11448.32 63.40 0.42 68.20 1146696.80 144.51 373195.66 11453 3724
31.77 3734.30 11449.78 3732.98 11447.27 63.40 0.42 68.20 1146696.80 144.51 373195.66 11448 3724
31.81 3734.14 11449.37 3734.77 11448.33 63.40 0.42 68.20 1146696.80 144.51 373195.66 11459 3723
31.85 3734.33 11449.13 3736.32 11447.36 63.40 0.42 68.20 1146696.80 144.51 373195.66 11439 3724
31.89 3734.50 11448.79 3732.09 11447.12 63.40 0.42 68.20 1146696.80 144.51 373195.66 11447 3724
31.93 3734.16 11448.48 3734.35 11447.09 63.40 0.42 68.20 1146696.80 144.51 373195.66 11438 3744
31.97 3734.27 11448.12 3735.99 11444.76 63.40 0.42 68.20 1146696.80 144.51 373195.66 11432 3724
32.01 3734.66 11447.52 3737.51 11445.18 63.40 0.42 68.20 1146696.80 144.51 373195.66 11437 3744
32.05 3735.24 11447.06 3738.74 11444.68 63.40 0.42 68.20 1146696.80 144.51 373195.66 11444 3744
32.09 3735.93 11446.59 3739.74 11444.02 63.40 0.42 68.20 1146696.80 144.51 373195.66 11436 3744
32.14 3736.40 11446.05 3734.66 11442.56 63.40 0.42 68.20 1146696.80 144.51 373195.66 11460 3704
32.18 3736.44 11445.52 3742.43 11445.12 63.40 0.42 68.20 1146696.80 144.51 373195.66 11457 3804
32.22 3737.55 11445.43 3742.53 11444.66 63.40 0.42 68.20 1146696.80 144.51 373195.66 11446 3724
32.26 3738.47 11445.41 3742.51 11447.35 63.40 0.42 68.20 1146696.80 144.51 373195.66 11456 3723
32.30 3739.20 11445.71 3742.29 11446.08 63.40 0.42 68.20 1146696.80 144.51 373195.66 11444 3703
32.34 3739.69 11445.84 3740.62 11447.36 63.40 0.42 68.20 1146696.80 144.51 373195.66 11458 3724
32.38 3740.31 11446.18 3750.35 11448.80 63.40 0.42 68.20 1146696.80 144.51 373195.66 11463 3744
32.42 3742.19 11446.90 3750.94 11453.90 63.40 0.42 68.20 1146696.80 144.51 373195.66 11469 3744
32.46 3744.00 11448.23 3755.11 11454.86 63.40 0.42 68.20 1146696.80 144.51 373195.66 11458 3744
32.51 3746.22 11449.53 3758.80 11456.41 63.40 0.42 68.20 1146696.80 144.51 373195.66 11464 3784
32.55 3748.76 11450.92 3763.48 11459.07 63.40 0.42 68.20 1146696.80 144.51 373195.66 11460 3764
32.59 3751.21 11452.43 3757.78 11459.25 63.40 0.42 68.20 1146696.80 144.51 373195.66 11460 3724
32.63 3752.38 11453.66 3756.96 11458.56 63.40 0.42 68.20 1146696.80 144.51 373195.66 11458 3744
32.67 3753.20 11454.60 3756.30 11459.33 63.40 0.42 68.20 1146696.80 144.51 373195.66 11464 3744
32.71 3753.92 11455.48 3759.56 11459.67 63.40 0.42 68.20 1146696.80 144.51 373195.66 11464 3764
32.75 3754.91 11456.36 3758.40 11461.92 63.40 0.42 68.20 1146696.80 144.51 373195.66 11481 3744
32.79 3755.96 11457.43 3767.26 11462.84 63.40 0.42 68.20 1146696.80 144.51 373195.66 11480 3805
32.84 3758.00 11458.36 3766.33 11461.39 63.40 0.42 68.20 1146696.80 144.51 373195.66 11459 3724
32.88 3759.42 11459.00 3763.68 11463.12 63.40 0.42 68.20 1146696.80 144.51 373195.66 11480 3724
32.92 3760.37 11459.73 3767.23 11462.58 63.40 0.42 68.20 1146696.80 144.51 373195.66 11456 3744
32.96 3761.78 11460.31 3770.32 11463.71 63.40 0.42 68.20 1146696.80 144.51 373195.66 11469 3765
33.00 3763.70 11460.89 3777.90 11462.72 63.40 0.42 68.20 1146696.80 144.51 373195.66 11459 3724
33.04 3766.11 11461.22 3773.26 11462.62 63.40 0.42 68.20 1146696.80 144.51 373195.66 11465 3744
33.08 3767.70 11461.49 3779.29 11462.84 63.40 0.42 68.20 1146696.80 144.51 373195.66 11451 3805
33.12 3769.71 11461.74 3776.38 11462.82 63.40 0.42 68.20 1146696.80 144.51 373195.66 11467 3764
33.16 3771.57 11461.95 3790.12 11463.02 63.40 0.42 68.20 1146696.80 144.51 373195.66 11462 3906
33.21 3774.94 11462.17 3788.96 11463.66 63.40 0.42 68.20 1146696.80 144.51 373195.66 11473 3784
33.25 3777.76 11462.43 3794.11 11463.20 63.40 0.42 68.20 1146696.80 144.51 373195.66 11466 3845
33.29 3780.33 11462.63 3784.39 11464.59 63.40 0.42 68.20 1146696.80 144.51 373195.66 11480 3724
33.33 3781.26 11462.99 3788.31 11464.52 63.40 0.42 68.20 1146696.80 144.51 373195.66 11468 3805
33.37 3782.42 11463.31 3785.29 11465.22 63.40 0.42 68.20 1146696.80 144.51 373195.66 11472 3744
33.41 3782.67 11463.70 3779.13 11466.11 63.40 0.42 68.20 1146696.80 144.51 373195.66 11477 3724
33.45 3781.87 11464.06 3776.06 11464.32 63.40 0.42 68.20 1146696.80 144.51 373195.66 11451 3744
33.49 3780.61 11464.14 3771.87 11465.07 63.40 0.42 68.20 1146696.80 144.51 373195.66 11464 3745
33.53 3779.50 11464.30 3782.75 11464.79 63.40 0.42 68.20 1146696.80 144.51 373195.66 11457 3724
33.58 3779.93 11464.39 3779.19 11464.79 63.40 0.42 68.20 1146696.80 144.51 373195.66 11461 3764
33.62 3779.94 11464.49 3782.29 11465.30 63.40 0.42 68.20 1146696.80 144.51 373195.66 11458 3805
33.66 3780.12 11464.59 3776.82 11464.37 63.40 0.42 68.20 1146696.80 144.51 373195.66 11459 3744
33.70 3779.58 11464.55 3778.37 11464.36 63.40 0.42 68.20 1146696.80 144.51 373195.66 11452 3785
33.74 3779.07 11464.44 3772.04 11462.70 53.78 0.14 68.20 1146696.80 144.51 373195.66 11458 3764
33.78 3777.79 11464.17 3772.40 11463.71 53.78 0.14 69.62 1145649.10 159.84 374921.81 11459 3764
33.82 3776.46 11464.05 3765.21 11463.06 53.78 0.14 69.62 1145649.10 159.84 374921.81 11457 3744
33.87 3774.65 11463.82 3770.88 11462.08 53.78 0.14 69.62 1145649.10 159.84 374921.81 11456 3805
33.91 3773.61 11463.50 3763.57 11462.01 53.78 0.14 69.62 1145649.10 159.84 374921.81 11466 3704
33.95 3771.76 11463.17 3763.65 11460.75 53.78 0.14 69.62 1145649.10 159.84 374921.81 11462 3764
33.99 3770.09 11462.72 3759.72 11460.74 53.78 0.14 69.62 1145649.10 159.84 374921.81 11464 3724
34.03 3768.11 11462.29 3758.33 11459.41 53.78 0.14 69.62 1145649.10 159.84 374921.81 11449 3724
34.07 3766.33 11461.71 3758.91 11458.21 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3723
34.11 3764.82 11461.06 3755.87 11458.19 53.78 0.14 69.62 1145649.10 159.84 374921.81 11460 3724
34.15 3763.65 11460.46 3766.31 11456.79 53.78 0.14 69.62 1145649.10 159.84 374921.81 11448 3744
34.19 3763.95 11459.82 3762.07 11457.51 53.78 0.14 69.62 1145649.10 159.84 374921.81 11462 3744
34.24 3763.70 11459.39 3764.13 11457.48 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3744
34.28 3763.68 11458.96 3762.10 11455.85 53.78 0.14 69.62 1145649.10 159.84 374921.81 11447 3744
34.32 3763.41 11458.47 3762.46 11457.58 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3764
34.36 3763.07 11458.26 3758.95 11456.66 53.78 0.14 69.62 1145649.10 159.84 374921.81 11457 3744
34.40 3762.46 11457.94 3762.21 11456.06 53.78 0.14 69.62 1145649.10 159.84 374921.81 11454 3805
34.44 3762.51 11457.63 3764.35 11456.94 53.78 0.14 69.62 1145649.10 159.84 374921.81 11464 3764
34.48 3762.77 11457.46 3762.48 11456.11 53.78 0.14 69.62 1145649.10 159.84 374921.81 11454 3764
34.52 3762.63 11457.25 3760.57 11456.89 53.78 0.14 69.62 1145649.10 159.84 374921.81 11464 3724
34.57 3762.26 11457.23 3760.91 11457.90 53.78 0.14 69.62 1145649.10 159.84 374921.81 11466 3724
34.61 3762.03 11457.34 3761.30 11457.66 53.78 0.14 69.62 1145649.10 159.84 374921.81 11459 3744
34.65 3761.91 11457.37 3761.61 11457.05 53.78 0.14 69.62 1145649.10 159.84 374921.81 11463 3744
34.69 3762.04 11457.29 3765.56 11456.52 53.78 0.14 69.62 1145649.10 159.84 374921.81 11450 3744
34.73 3762.66 11457.15 3764.95 11456.60 53.78 0.14 69.62 1145649.10 159.84 374921.81 11456 3724
34.77 3763.41 11457.11 3772.06 11458.00 53.78 0.14 69.62 1145649.10 159.84 374921.81 11454 3764
34.81 3764.92 11457.29 3770.33 11458.33 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3744
34.85 3766.04 11457.54 3772.81 11459.50 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3764
34.89 3767.20 11457.91 3770.94 11459.76 53.78 0.14 69.62 1145649.10 159.84 374921.81 11459 3744
34.94 3768.58 11458.37 3785.91 11462.25 53.78 0.14 69.62 1145649.10 159.84 374921.81 11470 3926
34.98 3771.58 11459.14 3781.64 11463.53 53.78 0.14 69.62 1145649.10 159.84 374921.81 11478 3744
35.02 3773.83 11459.89 3790.29 11462.17 53.78 0.14 69.62 1145649.10 159.84 374921.81 11463 3866
35.06 3776.64 11460.34 3785.29 11462.82 53.78 0.14 69.62 1145649.10 159.84 374921.81 11476 3764
35.10 3778.32 11460.78 3787.04 11462.44 53.78 0.14 69.62 1145649.10 159.84 374921.81 11467 3785
35.14 3779.62 11461.02 3780.45 11461.13 53.78 0.14 69.62 1145649.10 159.84 374921.81 11465 3723
35.18 3779.78 11461.07 3780.61 11461.60 53.78 0.14 69.62 1145649.10 159.84 374921.81 11466 3724
35.22 3780.12 11461.09 3784.64 11459.99 53.78 0.14 69.62 1145649.10 159.84 374921.81 11455 3744
35.26 3780.76 11460.89 3780.52 11460.00 53.78 0.14 69.62 1145649.10 159.84 374921.81 11470 3744
35.31 3780.82 11460.70 3782.67 11459.58 53.78 0.14 69.62 1145649.10 159.84 374921.81 11454 3744
