t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
0.04 17.47 54.32 379.00 1178.27 60.00 0.00 0.00 0.00 0.00 0.00 10961 3601
0.08 112.40 347.31 991.29 3035.68 60.00 0.00 0.00 0.00 0.00 0.00 10947 3621
0.12 297.23 912.67 1483.14 4540.09 60.00 0.00 0.00 0.00 0.00 0.00 10956 3580
0.16 534.48 1638.10 1883.35 5758.53 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
0.20 798.46 2443.80 2211.20 6745.19 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
0.24 1071.18 3274.22 2473.07 7543.76 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
0.28 1339.70 4091.75 2687.19 8190.06 60.00 0.00 0.00 0.00 0.00 0.00 10942 3600
0.32 1596.12 4872.02 2856.62 8713.55 60.00 0.00 0.00 0.00 0.00 0.00 10941 3560
0.36 1835.01 5600.37 2993.86 9138.46 60.00 0.00 0.00 0.00 0.00 0.00 10949 3560
0.40 2054.21 6269.01 3110.83 9482.56 60.00 0.00 0.00 0.00 0.00 0.00 10950 3600
0.44 2253.26 6874.73 3199.77 9760.67 60.00 0.00 0.00 0.00 0.00 0.00 10942 3560
0.48 2431.12 7417.59 3269.92 9986.26 60.00 0.00 0.00 0.00 0.00 0.00 10948 3559
0.52 2588.50 7899.94 3326.64 10169.19 60.00 0.00 0.00 0.00 0.00 0.00 10950 3559
0.56 2726.90 8325.31 3374.78 10314.36 60.00 0.00 0.00 0.00 0.00 0.00 10938 3580
0.60 2848.22 8697.84 3413.47 10434.85 60.00 0.00 0.00 0.00 0.00 0.00 10949 3559
0.64 2953.95 9022.83 3444.82 10532.64 60.00 0.00 0.00 0.00 0.00 0.00 10950 3560
0.68 3045.78 9305.02 3472.20 10611.36 60.00 0.00 0.00 0.00 0.00 0.00 10946 3579
0.72 3125.30 9549.00 3490.50 10675.52 60.00 0.00 0.00 0.00 0.00 0.00 10950 3559
0.76 3193.45 9759.23 3507.20 10727.38 60.00 0.00 0.00 0.00 0.00 0.00 10948 3559
0.80 3251.88 9939.74 3518.93 10768.31 60.00 0.00 0.00 0.00 0.00 0.00 10939 3559
0.84 3301.75 10094.17 3532.03 10802.11 60.00 0.00 0.00 0.00 0.00 0.00 10950 3559
0.88 3344.83 10226.06 3544.95 10829.83 60.00 0.00 0.00 0.00 0.00 0.00 10948 3600
0.92 3382.14 10338.51 3553.22 10852.67 60.00 0.00 0.00 0.00 0.00 0.00 10951 3579
0.96 3413.83 10434.18 3556.12 10870.16 60.00 0.00 0.00 0.00 0.00 0.00 10940 3559
1.00 3440.38 10515.31 3562.45 10885.15 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
1.04 3463.05 10584.05 3565.70 10896.14 60.00 0.00 0.00 0.00 0.00 0.00 10943 3580
1.08 3482.11 10642.09 3568.31 10906.18 60.00 0.00 0.00 0.00 0.00 0.00 10949 3579
1.12 3498.02 10691.21 3568.43 10914.71 60.00 0.00 0.00 0.00 0.00 0.00 10952 3559
1.16 3511.19 10732.75 3572.43 10921.41 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
1.20 3522.72 10767.78 3577.37 10926.13 60.00 0.00 0.00 0.00 0.00 0.00 10950 3579
1.24 3532.82 10797.18 3577.67 10930.24 60.00 0.00 0.00 0.00 0.00 0.00 10944 3560
1.28 3541.28 10821.83 3581.71 10932.38 60.00 0.00 0.00 0.00 0.00 0.00 10941 3580
1.32 3548.81 10842.38 3583.19 10935.65 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
1.36 3555.20 10859.69 3584.38 10937.85 60.00 0.00 0.00 0.00 0.00 0.00 10942 3580
1.40 3560.72 10874.22 3587.35 10940.36 60.00 0.00 0.00 0.00 0.00 0.00 10952 3600
1.44 3565.48 10886.50 3583.95 10942.05 60.00 0.00 0.00 0.00 0.00 0.00 10945 3560
1.48 3568.94 10896.82 3585.00 10943.47 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
1.52 3571.86 10905.39 3584.05 10942.76 60.00 0.00 0.00 0.00 0.00 0.00 10944 3580
1.56 3574.15 10912.36 3585.08 10944.32 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
1.60 3576.13 10918.31 3584.12 10945.50 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
1.64 3577.73 10923.38 3586.93 10946.73 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
1.68 3579.27 10927.68 3583.52 10946.63 60.00 0.00 0.00 0.00 0.00 0.00 10950 3559
1.72 3580.01 10931.22 3582.55 10947.47 60.00 0.00 0.00 0.00 0.00 0.00 10952 3559
1.76 3580.54 10934.21 3583.86 10947.24 60.00 0.00 0.00 0.00 0.00 0.00 10942 3580
1.80 3581.20 10936.61 3584.93 10947.15 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
1.84 3581.75 10938.58 3581.89 10947.80 60.00 0.00 0.00 0.00 0.00 0.00 10952 3559
1.88 3581.76 10940.30 3581.53 10948.22 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
1.92 3581.69 10941.79 3581.04 10948.94 60.00 0.00 0.00 0.00 0.00 0.00 10953 3560
1.96 3581.66 10943.14 3582.84 10949.42 60.00 0.00 0.00 0.00 0.00 0.00 10951 3600
2.00 3581.93 10944.24 3584.10 10948.10 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
2.04 3582.30 10944.91 3583.32 10947.25 60.00 0.00 0.00 0.00 0.00 0.00 10946 3580
2.08 3582.36 10945.36 3580.59 10947.76 60.00 0.00 0.00 0.00 0.00 0.00 10949 3559
2.12 3582.11 10945.83 3582.28 10948.39 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
2.16 3582.12 10946.31 3581.85 10948.38 60.00 0.00 0.00 0.00 0.00 0.00 10946 3580
2.20 3582.05 10946.67 3581.49 10947.88 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
2.24 3581.85 10946.89 3579.21 10947.86 60.00 0.00 0.00 0.00 0.00 0.00 10944 3560
2.28 3581.27 10947.00 3577.36 10946.45 60.00 0.00 0.00 0.00 0.00 0.00 10939 3560
2.32 3580.66 10946.94 3579.66 10947.32 60.00 0.00 0.00 0.00 0.00 0.00 10952 3580
2.36 3580.56 10947.04 3581.53 10947.92 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
2.40 3580.81 10947.21 3583.04 10948.23 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
2.44 3581.10 10947.43 3580.36 10948.94 60.00 0.00 0.00 0.00 0.00 0.00 10952 3559
2.48 3580.78 10947.71 3576.49 10948.86 60.00 0.00 0.00 0.00 0.00 0.00 10949 3560
2.52 3580.01 10947.76 3576.97 10945.41 60.00 0.00 0.00 0.00 0.00 0.00 10943 3579
2.56 3579.47 10947.36 3577.34 10946.18 60.00 0.00 0.00 0.00 0.00 0.00 10949 3560
2.60 3579.10 10947.17 3577.85 10946.63 60.00 0.00 0.00 0.00 0.00 0.00 10949 3580
2.64 3578.89 10947.06 3578.26 10946.56 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
2.68 3578.70 10946.96 3576.79 10946.29 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
2.72 3578.36 10946.86 3577.10 10946.91 60.00 0.00 0.00 0.00 0.00 0.00 10950 3559
2.76 3577.98 10946.84 3573.76 10946.29 60.00 0.00 0.00 0.00 0.00 0.00 10938 3560
2.80 3577.33 10946.72 3576.74 10945.91 60.00 0.00 0.00 0.00 0.00 0.00 10949 3580
2.84 3577.33 10946.61 3579.06 10946.68 60.00 0.00 0.00 0.00 0.00 0.00 10950 3579
2.88 3577.74 10946.63 3581.04 10946.93 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
2.92 3578.33 10946.68 3580.54 10946.64 60.00 0.00 0.00 0.00 0.00 0.00 10943 3559
2.96 3578.55 10946.68 3576.45 10946.97 60.00 0.00 0.00 0.00 0.00 0.00 10947 3559
3.00 3578.01 10946.73 3573.13 10946.89 60.00 0.00 0.00 0.00 0.00 0.00 10947 3559
3.04 3577.16 10946.73 3574.25 10946.20 60.00 0.00 0.00 0.00 0.00 0.00 10948 3579
3.08 3576.49 10946.65 3571.35 10946.54 60.00 0.00 0.00 0.00 0.00 0.00 10948 3559
3.12 3575.70 10946.65 3574.79 10947.12 60.00 0.00 0.00 0.00 0.00 0.00 10951 3580
3.16 3575.58 10946.73 3575.78 10946.85 60.00 0.00 0.00 0.00 0.00 0.00 10950 3580
3.20 3575.55 10946.76 3574.48 10947.16 60.00 0.00 0.00 0.00 0.00 0.00 10948 3559
3.24 3575.22 10946.82 3571.54 10946.80 60.00 0.00 0.00 0.00 0.00 0.00 10941 3559
3.28 3574.52 10946.78 3570.96 10946.11 60.00 0.00 0.00 0.00 0.00 0.00 10946 3559
3.32 3573.75 10946.66 3568.60 10946.19 60.00 0.00 0.00 0.00 0.00 0.00 10947 3559
3.36 3572.81 10946.57 3568.77 10946.04 60.00 0.00 0.00 0.00 0.00 0.00 10944 3579
3.40 3571.98 10946.39 3566.92 10944.28 60.00 0.00 0.00 0.00 0.00 0.00 10933 3559
3.44 3570.97 10946.00 3565.41 10944.42 60.00 0.00 0.00 0.00 0.00 0.00 10945 3559
3.48 3569.98 10945.71 3566.18 10944.43 60.00 0.00 0.00 0.00 0.00 0.00 10944 3560
3.52 3569.40 10945.35 3568.81 10941.61 60.00 0.00 0.00 0.00 0.00 0.00 10940 3580
3.56 3569.39 10944.72 3570.93 10942.91 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
3.60 3569.92 10944.42 3576.26 10943.70 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
3.64 3571.12 10944.33 3576.97 10944.60 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
3.68 3572.13 10944.38 3575.35 10944.57 60.00 0.00 0.00 0.00 0.00 0.00 10943 3559
3.72 3572.66 10944.36 3574.05 10943.41 60.00 0.00 0.00 0.00 0.00 0.00 10938 3559
3.76 3572.87 10944.15 3572.99 10942.80 60.00 0.00 0.00 0.00 0.00 0.00 10935 3559
3.80 3572.85 10943.86 3572.13 10941.93 60.00 0.00 0.00 0.00 0.00 0.00 10942 3559
3.84 3572.78 10943.53 3573.43 10942.41 60.00 0.00 0.00 0.00 0.00 0.00 10944 3579
3.88 3573.04 10943.33 3576.48 10942.61 60.00 0.00 0.00 0.00 0.00 0.00 10943 3580
3.92 3573.79 10943.19 3578.95 10942.38 60.00 0.00 0.00 0.00 0.00 0.00 10939 3580
3.96 3574.75 10943.09 3579.25 10943.44 60.00 0.00 0.00 0.00 0.00 0.00 10948 3581
4.00 3575.67 10943.05 3581.19 10941.34 60.00 0.00 0.00 0.00 0.00 0.00 10939 3580
4.04 3576.77 10942.81 3582.87 10942.80 60.00 0.00 0.00 0.00 0.00 0.00 10950 3581
4.08 3578.05 10942.81 3586.31 10942.97 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
4.12 3579.87 10942.89 3592.70 10943.94 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
4.16 3582.21 10943.08 3592.09 10944.08 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
4.20 3584.11 10943.29 3593.78 10944.54 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
4.24 3585.87 10943.51 3593.26 10944.39 60.00 0.00 0.00 0.00 0.00 0.00 10939 3601
4.28 3587.21 10943.79 3592.73 10946.97 60.00 0.00 0.00 0.00 0.00 0.00 10966 3581
4.32 3588.20 10944.36 3592.20 10946.63 60.00 0.00 0.00 0.00 0.00 0.00 10949 3580
4.36 3589.02 10944.80 3593.98 10947.08 60.00 0.00 0.00 0.00 0.00 0.00 10949 3621
4.40 3589.99 10945.18 3595.02 10946.09 60.00 0.00 0.00 0.00 0.00 0.00 10939 3580
4.44 3590.78 10945.37 3592.16 10946.54 60.00 0.00 0.00 0.00 0.00 0.00 10948 3580
4.48 3591.11 10945.56 3593.84 10945.99 60.00 0.00 0.00 0.00 0.00 0.00 10946 3601
4.52 3591.50 10945.56 3591.21 10944.32 60.00 0.00 0.00 0.00 0.00 0.00 10941 3580
4.56 3591.35 10945.37 3589.18 10945.20 60.00 0.00 0.00 0.00 0.00 0.00 10948 3581
4.60 3590.95 10945.31 3589.24 10944.53 60.00 0.00 0.00 0.00 0.00 0.00 10945 3580
4.64 3590.65 10945.18 3589.48 10944.90 60.00 0.00 0.00 0.00 0.00 0.00 10946 3600
4.68 3590.35 10945.09 3587.78 10944.19 60.00 0.00 0.00 0.00 0.00 0.00 10944 3581
4.72 3589.89 10944.85 3588.10 10942.55 60.00 0.00 0.00 0.00 0.00 0.00 10928 3580
4.76 3589.67 10944.43 3590.46 10942.75 60.00 0.00 0.00 0.00 0.00 0.00 10946 3601
4.80 3589.73 10944.08 3588.47 10941.90 60.00 0.00 0.00 0.00 0.00 0.00 10934 3580
4.84 3589.52 10943.73 3588.96 10942.87 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
4.88 3589.44 10943.52 3589.45 10941.75 60.00 0.00 0.00 0.00 0.00 0.00 10937 3601
4.92 3589.45 10943.22 3589.65 10942.48 60.00 0.00 0.00 0.00 0.00 0.00 10947 3581
4.96 3589.50 10943.13 3590.00 10943.34 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
5.00 3589.87 10943.07 3595.89 10941.37 60.00 0.00 0.00 0.00 0.00 0.00 10941 3621
5.04 3590.84 10942.82 3592.97 10942.73 60.00 0.00 0.00 0.00 0.00 0.00 10949 3581
5.08 3591.39 10942.84 3596.30 10943.54 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
5.12 3592.51 10942.97 3600.99 10943.67 60.00 0.00 0.00 0.00 0.00 0.00 10948 3621
5.16 3593.98 10943.14 3598.99 10944.49 60.00 0.00 0.00 0.00 0.00 0.00 10948 3581
5.20 3594.84 10943.41 3597.57 10944.97 60.00 0.00 0.00 0.00 0.00 0.00 10948 3601
5.24 3595.29 10943.70 3596.33 10944.94 60.00 0.00 0.00 0.00 0.00 0.00 10941 3601
5.28 3595.52 10943.92 3597.22 10944.79 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
5.32 3596.04 10944.11 3601.74 10945.50 60.00 0.00 0.00 0.00 0.00 0.00 10949 3621
5.36 3597.35 10944.38 3607.20 10945.71 60.00 0.00 0.00 0.00 0.00 0.00 10949 3621
5.40 3599.10 10944.60 3605.72 10945.26 60.00 0.00 0.00 0.00 0.00 0.00 10940 3580
5.44 3600.19 10944.75 3603.02 10945.97 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
5.48 3600.69 10944.89 3602.44 10944.02 60.00 0.00 0.00 0.00 0.00 0.00 10939 3581
5.52 3601.17 10944.72 3605.97 10943.88 60.00 0.00 0.00 0.00 0.00 0.00 10949 3621
5.56 3602.01 10944.60 3605.02 10944.64 60.00 0.00 0.00 0.00 0.00 0.00 10946 3601
5.60 3602.71 10944.63 3608.06 10945.09 60.00 0.00 0.00 0.00 0.00 0.00 10947 3621
5.64 3603.55 10944.71 3604.83 10944.93 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
5.68 3603.74 10944.77 3603.90 10945.41 60.00 0.00 0.00 0.00 0.00 0.00 10946 3581
5.72 3603.66 10944.79 3601.55 10943.17 60.00 0.00 0.00 0.00 0.00 0.00 10927 3601
5.76 3603.17 10944.51 3599.44 10943.73 60.00 0.00 0.00 0.00 0.00 0.00 10948 3581
5.80 3602.50 10944.40 3599.74 10944.45 60.00 0.00 0.00 0.00 0.00 0.00 10948 3601
5.84 3601.92 10944.45 3598.18 10945.32 60.00 0.00 0.00 0.00 0.00 0.00 10950 3601
5.88 3601.25 10944.59 3598.72 10945.02 60.00 0.00 0.00 0.00 0.00 0.00 10939 3601
5.92 3600.89 10944.69 3600.95 10945.50 60.00 0.00 0.00 0.00 0.00 0.00 10948 3601
5.96 3600.82 10944.87 3599.16 10946.06 60.00 0.00 0.00 0.00 0.00 0.00 10948 3601
6.00 3600.44 10945.00 3597.71 10944.08 60.00 0.00 0.00 0.00 0.00 0.00 10938 3601
6.04 3599.88 10944.85 3596.33 10944.48 60.00 0.00 0.00 0.00 0.00 0.00 10950 3581
6.08 3599.35 10944.81 3599.02 10945.14 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
6.12 3599.39 10944.90 3601.20 10945.69 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
6.16 3599.63 10945.04 3599.36 10945.69 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
6.20 3599.52 10945.14 3597.87 10945.15 60.00 0.00 0.00 0.00 0.00 0.00 10940 3601
6.24 3599.16 10945.13 3596.67 10944.98 60.00 0.00 0.00 0.00 0.00 0.00 10949 3601
6.28 3598.56 10945.12 3593.69 10945.44 60.00 0.00 0.00 0.00 0.00 0.00 10946 3581
6.32 3597.90 10945.20 3598.88 10945.75 60.00 0.00 0.00 0.00 0.00 0.00 10948 3621
6.36 3598.18 10945.29 3601.08 10945.57 60.00 0.00 0.00 0.00 0.00 0.00 10941 3601
6.40 3598.80 10945.34 3602.87 10945.65 60.00 0.00 0.00 0.00 0.00 0.00 10946 3601
6.44 3599.36 10945.43 3598.71 10946.29 60.00 0.00 0.00 0.00 0.00 0.00 10950 3581
6.48 3599.35 10945.47 3601.15 10943.82 60.00 0.00 0.00 0.00 0.00 0.00 10938 3621
6.52 3599.76 10945.19 3602.92 10944.33 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
6.56 3600.33 10945.06 3602.55 10945.02 60.00 0.00 0.00 0.00 0.00 0.00 10947 3601
6.60 3600.90 10945.04 3606.06 10944.57 60.00 0.00 0.00 0.00 0.00 0.00 10946 3621
6.64 3601.97 10944.91 3608.70 10943.68 60.00 0.00 0.00 0.00 0.00 0.00 10938 3601
6.68 3603.15 10944.71 3607.24 10944.20 60.00 0.00 0.00 0.00 0.00 0.00 10945 3601
6.72 3603.75 10944.58 3603.95 10943.44 60.00 0.00 0.00 0.00 0.00 0.00 10935 3580
6.76 3603.68 10944.33 3601.59 10942.69 60.00 0.00 0.00 0.00 0.00 0.00 10939 3601
6.80 3603.28 10944.06 3601.28 10943.32 60.00 0.00 0.00 0.00 0.00 0.00 10946 3581
6.84 3603.16 10943.93 3606.82 10943.58 60.00 0.00 0.00 0.00 0.00 0.00 10948 3621
6.88 3603.79 10943.86 3605.72 10943.42 60.00 0.00 0.00 0.00 0.00 0.00 10938 3601
6.92 3604.10 10943.79 3604.82 10943.82 60.00 0.00 0.00 0.00 0.00 0.00 10946 3601
6.96 3604.12 10943.73 3602.30 10942.29 60.00 0.00 0.00 0.00 0.00 0.00 10941 3601
7.01 3603.68 10943.44 3600.05 10941.90 63.65 0.08 0.00 0.00 0.00 0.00 10945 3581
7.05 3603.02 10943.19 3600.23 10942.48 63.65 0.08 0.00 0.00 0.00 0.00 10944 3601
7.09 3602.68 10943.08 3604.18 10942.95 63.65 0.08 0.00 0.00 0.00 0.00 10944 3621
7.13 3602.92 10943.05 3603.37 10942.82 63.65 0.08 0.00 0.00 0.00 0.00 10947 3581
7.17 3602.98 10943.03 3602.72 10943.42 63.65 0.08 0.00 0.00 0.00 0.00 10946 3581
7.21 3603.09 10942.96 3606.19 10940.19 63.65 0.08 0.00 0.00 0.00 0.00 10916 3621
7.25 3603.70 10942.48 3607.01 10940.94 63.65 0.08 0.00 0.00 0.00 0.00 10947 3601
7.29 3604.08 10942.23 3602.07 10941.60 63.65 0.08 0.00 0.00 0.00 0.00 10943 3581
7.33 3603.78 10942.15 3603.66 10942.36 63.65 0.08 0.00 0.00 0.00 0.00 10947 3601
7.37 3603.74 10942.21 3603.16 10942.85 63.65 0.08 0.00 0.00 0.00 0.00 10944 3601
7.41 3603.69 10942.33 3604.55 10942.89 63.65 0.08 0.00 0.00 0.00 0.00 10944 3601
7.45 3603.64 10942.46 3599.88 10943.40 63.65 0.08 0.00 0.00 0.00 0.00 10947 3580
7.49 3602.86 10942.55 3598.00 10941.59 63.65 0.08 0.00 0.00 0.00 0.00 10932 3580
7.53 3601.97 10942.35 3598.27 10941.15 63.65 0.08 0.00 0.00 0.00 0.00 10944 3580
7.57 3601.21 10942.16 3596.60 10941.88 63.65 0.08 0.00 0.00 0.00 0.00 10945 3580
7.61 3600.48 10942.11 3599.13 10941.90 63.65 0.08 0.00 0.00 0.00 0.00 10942 3600
7.65 3599.97 10942.06 3593.50 10941.59 63.65 0.08 0.00 0.00 0.00 0.00 10945 3560
7.69 3598.74 10941.94 3592.82 10940.87 63.65 0.08 0.00 0.00 0.00 0.00 10934 3580
7.73 3597.62 10941.67 3592.19 10939.38 63.65 0.08 0.00 0.00 0.00 0.00 10934 3580
7.77 3596.59 10941.28 3591.67 10940.06 63.65 0.08 0.00 0.00 0.00 0.00 10942 3580
7.81 3595.75 10941.03 3593.14 10939.43 63.65 0.08 0.00 0.00 0.00 0.00 10941 3580
7.85 3595.33 10940.76 3594.45 10940.11 63.65 0.08 0.00 0.00 0.00 0.00 10943 3600
7.89 3595.04 10940.65 3591.70 10940.37 63.65 0.08 0.00 0.00 0.00 0.00 10941 3580
7.93 3594.41 10940.56 3591.28 10939.58 63.65 0.08 0.00 0.00 0.00 0.00 10932 3580
7.97 3593.82 10940.35 3591.03 10938.90 63.65 0.08 0.00 0.00 0.00 0.00 10936 3581
8.01 3593.30 10940.09 3590.94 10939.02 63.65 0.08 0.00 0.00 0.00 0.00 10940 3600
8.05 3592.77 10939.93 3588.86 10939.78 63.65 0.08 0.00 0.00 0.00 0.00 10943 3580
8.09 3592.14 10939.86 3590.87 10938.90 63.65 0.08 0.00 0.00 0.00 0.00 10938 3580
8.13 3591.99 10939.69 3592.70 10939.04 63.65 0.08 0.00 0.00 0.00 0.00 10942 3601
8.17 3592.09 10939.55 3592.09 10938.77 63.65 0.08 0.00 0.00 0.00 0.00 10940 3580
8.21 3592.16 10939.36 3593.58 10937.79 63.65 0.08 0.00 0.00 0.00 0.00 10927 3581
8.25 3592.39 10939.07 3592.80 10937.79 63.65 0.08 0.00 0.00 0.00 0.00 10943 3580
8.29 3592.70 10938.86 3598.06 10938.29 63.65 0.08 0.00 0.00 0.00 0.00 10939 3620
8.33 3593.62 10938.77 3596.43 10938.71 63.65 0.08 0.00 0.00 0.00 0.00 10940 3580
8.37 3594.07 10938.76 3595.11 10938.62 63.65 0.08 0.00 0.00 0.00 0.00 10934 3580
8.41 3594.30 10938.73 3595.93 10938.50 63.65 0.08 0.00 0.00 0.00 0.00 10938 3580
8.45 3594.55 10938.60 3594.70 10936.66 63.65 0.08 0.00 0.00 0.00 0.00 10934 3580
8.49 3594.62 10938.28 3595.71 10937.47 63.65 0.08 0.00 0.00 0.00 0.00 10940 3600
8.53 3594.67 10938.16 3592.52 10938.15 63.65 0.08 0.00 0.00 0.00 0.00 10942 3560
8.57 3594.34 10938.14 3593.94 10937.78 63.65 0.08 0.00 0.00 0.00 0.00 10931 3600
8.61 3594.23 10938.06 3593.09 10937.38 63.65 0.08 0.00 0.00 0.00 0.00 10939 3580
8.65 3593.81 10937.96 3588.61 10938.07 63.65 0.08 0.00 0.00 0.00 0.00 10941 3560
8.69 3592.95 10937.93 3590.66 10937.04 63.65 0.08 0.00 0.00 0.00 0.00 10926 3580
8.73 3592.51 10937.77 3590.44 10936.99 63.65 0.08 0.00 0.00 0.00 0.00 10942 3580
8.77 3592.04 10937.66 3588.45 10937.75 63.65 0.08 0.00 0.00 0.00 0.00 10941 3580
8.81 3591.39 10937.68 3588.65 10937.90 63.65 0.08 0.00 0.00 0.00 0.00 10939 3580
8.85 3590.88 10937.71 3588.60 10937.61 63.65 0.08 0.00 0.00 0.00 0.00 10934 3560
8.89 3590.37 10937.66 3586.77 10937.06 63.65 0.08 0.00 0.00 0.00 0.00 10930 3560
8.93 3589.82 10937.41 3589.28 10934.03 63.65 0.08 0.00 0.00 0.00 0.00 10932 3600
8.97 3589.55 10936.85 3585.52 10935.35 63.65 0.08 0.00 0.00 0.00 0.00 10941 3560
9.01 3588.92 10936.58 3588.07 10935.51 57.93 0.08 0.00 0.00 0.00 0.00 10939 3580
9.05 3588.78 10936.39 3588.34 10935.83 57.93 0.08 21.24 1094238.90 88.93 359818.53 10941 3580
9.09 3588.97 10936.30 3594.15 10936.13 57.93 0.08 21.24 1094238.90 88.93 359818.53 10936 3600
9.13 3589.87 10936.27 3593.06 10936.16 57.93 0.08 21.24 1094238.90 88.93 359818.53 10941 3560
9.17 3590.34 10936.27 3590.38 10936.58 57.93 0.08 21.24 1094238.90 88.93 359818.53 10937 3560
9.21 3590.24 10936.35 3588.11 10937.15 57.93 0.08 21.24 1094238.90 88.93 359818.53 10941 3559
9.25 3589.68 10936.48 3584.57 10936.76 57.93 0.08 21.24 1094238.90 88.93 359818.53 10937 3560
9.29 3588.77 10936.55 3585.30 10937.11 57.93 0.08 21.24 1094238.90 88.93 359818.53 10940 3560
9.34 3588.08 10936.65 3584.09 10937.10 57.93 0.08 21.24 1094238.90 88.93 359818.53 10938 3560
9.38 3587.38 10936.68 3584.92 10935.95 57.93 0.08 21.24 1094238.90 88.93 359818.53 10932 3560
9.42 3586.96 10936.57 3585.58 10936.53 57.93 0.08 21.24 1094238.90 88.93 359818.53 10939 3560
9.46 3586.82 10936.54 3588.12 10936.09 57.93 0.08 21.24 1094238.90 88.93 359818.53 10938 3580
9.50 3586.98 10936.46 3586.38 10936.00 57.93 0.08 21.24 1094238.90 88.93 359818.53 10938 3560
9.54 3586.89 10936.36 3586.77 10935.82 57.93 0.08 21.24 1094238.90 88.93 359818.53 10936 3560
9.58 3586.71 10936.29 3583.48 10936.42 57.93 0.08 21.24 1094238.90 88.93 359818.53 10939 3560
9.62 3586.08 10936.32 3582.62 10936.52 57.93 0.08 21.24 1094238.90 88.93 359818.53 10936 3560
9.66 3585.50 10936.38 3583.92 10937.01 57.93 0.08 21.24 1094238.90 88.93 359818.53 10941 3580
9.70 3585.26 10936.50 3584.98 10937.10 57.93 0.08 21.24 1094238.90 88.93 359818.53 10937 3580
9.74 3585.15 10936.61 3583.83 10937.19 57.93 0.08 21.24 1094238.90 88.93 359818.53 10939 3560
9.79 3584.86 10936.72 3582.90 10937.23 57.93 0.08 21.24 1094238.90 88.93 359818.53 10936 3560
9.83 3584.56 10936.80 3584.15 10936.89 57.93 0.08 21.24 1094238.90 88.93 359818.53 10934 3580
9.87 3584.52 10936.78 3584.96 10936.19 57.93 0.08 21.24 1094238.90 88.93 359818.53 10928 3560
9.91 3584.55 10936.63 3583.72 10935.18 57.93 0.08 21.24 1094238.90 88.93 359818.53 10929 3559
9.95 3584.27 10936.26 3581.01 10933.09 57.93 0.08 21.24 1094238.90 88.93 359818.53 10918 3560
9.99 3583.73 10935.64 3582.42 10932.30 57.93 0.08 21.24 1094238.90 88.93 359818.53 10928 3560
10.03 3583.55 10935.05 3583.76 10932.76 57.93 0.08 21.24 1094238.90 88.93 359818.53 10939 3580
10.07 3583.72 10934.62 3586.65 10932.57 57.93 0.08 21.24 1094238.90 88.93 359818.53 10927 3580
10.11 3584.19 10934.28 3585.18 10933.42 57.93 0.08 21.24 1094238.90 88.93 359818.53 10938 3560
10.16 3584.41 10934.15 3586.00 10934.00 57.93 0.08 21.24 1094238.90 88.93 359818.53 10936 3580
10.20 3584.74 10934.14 3586.66 10934.58 57.93 0.08 21.24 1094238.90 88.93 359818.53 10938 3580
10.24 3585.11 10934.21 3587.08 10934.30 57.93 0.08 21.24 1094238.90 88.93 359818.53 10935 3560
10.28 3585.50 10934.14 3587.54 10932.44 57.93 0.08 21.24 1094238.90 88.93 359818.53 10916 3580
