t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
26.74 3575.91 10882.90 3578.71 10882.81 63.95 0.26 84.65 1089368.60 107.08 358342.44 10882 3580
26.78 3576.35 10882.84 3576.96 10881.97 63.95 0.26 84.65 1089368.60 107.08 358342.44 10876 3560
26.82 3576.39 10882.62 3575.53 10880.53 63.95 0.26 84.65 1089368.60 107.08 358342.44 10873 3560
26.86 3576.18 10882.23 3574.38 10880.47 63.95 0.26 84.65 1089368.60 107.08 358342.44 10884 3560
26.90 3575.99 10881.91 3577.34 10880.56 63.95 0.26 84.65 1089368.60 107.08 358342.44 10880 3580
26.95 3576.26 10881.65 3577.85 10880.32 63.95 0.26 84.65 1089368.60 107.08 358342.44 10876 3580
26.99 3576.74 10881.41 3581.85 10880.54 63.95 0.26 84.65 1089368.60 107.08 358342.44 10881 3580
27.03 3577.48 10881.27 3577.40 10880.92 63.95 0.26 84.65 1089368.60 107.08 358342.44 10883 3539
27.07 3577.48 10881.14 3577.70 10879.48 63.95 0.26 84.65 1089368.60 107.08 358342.44 10880 3560
27.11 3577.54 10880.87 3578.13 10880.35 63.95 0.26 84.65 1089368.60 107.08 358342.44 10885 3580
27.15 3577.65 10880.78 3578.29 10880.45 63.95 0.26 84.65 1089368.60 107.08 358342.44 10879 3560
27.19 3577.79 10880.68 3578.61 10879.67 63.95 0.26 84.65 1089368.60 107.08 358342.44 10873 3580
27.23 3577.86 10880.51 3576.88 10879.91 63.95 0.26 84.65 1089368.60 107.08 358342.44 10880 3560
27.27 3577.78 10880.34 3579.07 10878.69 63.95 0.26 84.65 1089368.60 107.08 358342.44 10882 3560
27.32 3578.10 10880.06 3580.85 10879.21 63.95 0.26 84.65 1089368.60 107.08 358342.44 10880 3560
27.36 3578.41 10879.83 3576.59 10877.67 63.95 0.26 84.65 1089368.60 107.08 358342.44 10864 3539
27.40 3578.01 10879.47 3575.23 10878.58 63.95 0.26 84.65 1089368.60 107.08 358342.44 10882 3560
27.44 3577.45 10879.29 3574.14 10878.18 63.95 0.26 84.65 1089368.60 107.08 358342.44 10876 3560
27.48 3576.79 10879.12 3573.05 10879.08 63.95 0.26 84.65 1089368.60 107.08 358342.44 10882 3540
27.52 3575.98 10879.09 3570.57 10878.55 66.48 0.50 84.65 1089368.60 107.08 358342.44 10881 3560
27.56 3575.06 10879.02 3572.16 10879.19 66.48 0.50 84.65 1089368.60 107.08 358342.44 10881 3560
27.61 3574.50 10879.04 3571.65 10878.98 66.48 0.50 84.65 1089368.60 107.08 358342.44 10880 3560
27.65 3574.05 10879.04 3573.24 10879.08 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3580
27.69 3573.96 10879.00 3574.52 10878.07 66.48 0.50 84.65 1089368.60 107.08 358342.44 10870 3580
27.73 3574.10 10878.82 3575.36 10877.96 66.48 0.50 84.65 1089368.60 107.08 358342.44 10877 3560
27.77 3574.28 10878.63 3574.24 10877.34 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
27.81 3574.23 10878.43 3573.34 10878.14 66.48 0.50 84.65 1089368.60 107.08 358342.44 10882 3560
27.85 3574.12 10878.39 3574.40 10878.40 66.48 0.50 84.65 1089368.60 107.08 358342.44 10880 3560
27.89 3574.03 10878.41 3571.47 10878.82 66.48 0.50 84.65 1089368.60 107.08 358342.44 10882 3540
27.94 3573.72 10878.37 3574.98 10876.39 66.48 0.50 84.65 1089368.60 107.08 358342.44 10876 3580
27.98 3574.00 10878.05 3575.93 10877.38 66.48 0.50 84.65 1089368.60 107.08 358342.44 10883 3580
28.02 3574.47 10877.92 3578.49 10877.15 66.48 0.50 84.65 1089368.60 107.08 358342.44 10871 3561
28.06 3575.22 10877.77 3578.58 10877.00 66.48 0.50 84.65 1089368.60 107.08 358342.44 10874 3560
28.10 3575.76 10877.65 3576.85 10877.56 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.14 3576.07 10877.61 3579.25 10877.04 66.48 0.50 84.65 1089368.60 107.08 358342.44 10880 3580
28.18 3576.57 10877.53 3577.39 10877.58 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3560
28.22 3576.82 10877.54 3579.58 10877.56 66.48 0.50 84.65 1089368.60 107.08 358342.44 10877 3560
28.26 3577.33 10877.56 3579.46 10878.10 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.31 3577.71 10877.67 3579.36 10878.18 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.35 3577.93 10877.71 3577.48 10877.09 66.48 0.50 84.65 1089368.60 107.08 358342.44 10880 3560
28.39 3577.69 10877.61 3574.16 10877.36 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.43 3577.18 10877.58 3577.07 10877.76 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3580
28.47 3577.17 10877.62 3577.43 10877.90 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3560
28.51 3577.15 10877.68 3575.92 10878.11 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.55 3576.78 10877.69 3572.89 10876.54 66.48 0.50 84.65 1089368.60 107.08 358342.44 10876 3560
28.59 3576.02 10877.46 3572.04 10876.20 66.48 0.50 84.65 1089368.60 107.08 358342.44 10871 3540
28.64 3575.27 10877.20 3571.55 10875.72 66.48 0.50 84.65 1089368.60 107.08 358342.44 10868 3560
28.68 3574.56 10876.92 3571.16 10875.56 66.48 0.50 84.65 1089368.60 107.08 358342.44 10881 3560
28.72 3573.84 10876.70 3569.04 10876.29 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3560
28.76 3573.04 10876.65 3570.92 10876.81 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.80 3572.72 10876.69 3572.45 10877.12 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3560
28.84 3572.72 10876.80 3573.68 10877.68 66.48 0.50 84.65 1089368.60 107.08 358342.44 10881 3560
28.88 3572.95 10876.94 3574.68 10877.30 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3560
28.92 3573.31 10877.01 3575.69 10877.43 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3580
28.96 3573.70 10877.06 3574.51 10876.82 66.48 0.50 84.65 1089368.60 107.08 358342.44 10869 3560
29.01 3573.98 10876.99 3577.35 10876.14 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3580
29.05 3574.71 10876.82 3579.66 10875.88 66.48 0.50 84.65 1089368.60 107.08 358342.44 10871 3580
29.09 3575.71 10876.63 3581.52 10875.67 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3580
29.13 3576.59 10876.47 3577.43 10875.90 66.48 0.50 84.65 1089368.60 107.08 358342.44 10875 3560
29.17 3576.76 10876.33 3577.72 10875.30 66.48 0.50 84.65 1089368.60 107.08 358342.44 10877 3560
29.21 3576.96 10876.18 3578.15 10876.00 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3580
29.25 3577.28 10876.15 3580.39 10876.17 66.48 0.50 84.65 1089368.60 107.08 358342.44 10875 3580
29.29 3577.67 10876.04 3576.32 10873.83 66.48 0.50 84.65 1089368.60 107.08 358342.44 10879 3540
29.33 3577.36 10875.67 3575.02 10874.51 66.48 0.50 84.65 1089368.60 107.08 358342.44 10876 3560
29.38 3576.96 10875.41 3575.76 10873.46 66.48 0.50 84.65 1089368.60 107.08 358342.44 10869 3560
29.42 3576.77 10875.05 3576.37 10873.60 66.48 0.50 84.65 1089368.60 107.08 358342.44 10877 3560
29.46 3576.73 10874.82 3577.06 10874.43 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3580
29.50 3576.72 10874.74 3575.62 10874.11 66.48 0.50 84.65 1089368.60 107.08 358342.44 10868 3560
29.54 3576.55 10874.65 3576.25 10874.85 66.48 0.50 84.65 1089368.60 107.08 358342.44 10878 3560
29.58 3576.35 10874.67 3573.16 10874.45 63.69 0.15 84.65 1089368.60 107.08 358342.44 10877 3560
29.63 3575.81 10874.61 3574.26 10874.04 63.69 0.15 32.17 1087989.10 69.40 357541.72 10878 3560
29.67 3575.48 10874.49 3573.35 10873.78 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3560
29.71 3575.06 10874.35 3572.61 10873.49 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
29.75 3574.58 10874.11 3572.02 10871.82 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
29.79 3574.08 10873.72 3571.53 10872.61 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3560
29.83 3573.51 10873.56 3569.34 10873.54 63.69 0.15 32.17 1087989.10 69.40 357541.72 10878 3560
29.87 3572.91 10873.58 3573.06 10874.10 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3560
29.91 3572.82 10873.66 3570.38 10873.75 63.69 0.15 32.17 1087989.10 69.40 357541.72 10868 3540
29.95 3572.45 10873.67 3572.20 10873.58 63.69 0.15 32.17 1087989.10 69.40 357541.72 10870 3580
29.99 3572.45 10873.69 3573.29 10874.32 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3540
30.04 3572.75 10873.80 3576.36 10874.33 63.69 0.15 32.17 1087989.10 69.40 357541.72 10872 3580
30.08 3573.44 10873.90 3576.85 10874.43 63.69 0.15 32.17 1087989.10 69.40 357541.72 10873 3560
30.12 3574.09 10874.01 3577.25 10874.62 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3560
30.16 3574.59 10874.14 3575.57 10875.08 63.69 0.15 32.17 1087989.10 69.40 357541.72 10878 3540
30.20 3574.72 10874.25 3574.41 10873.74 63.69 0.15 32.17 1087989.10 69.40 357541.72 10868 3560
30.24 3574.71 10874.17 3575.47 10873.96 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3580
30.28 3574.88 10874.16 3576.13 10874.63 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
30.32 3575.06 10874.24 3574.87 10874.45 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
30.36 3574.89 10874.31 3572.04 10875.12 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
30.41 3574.34 10874.39 3571.56 10873.68 63.69 0.15 32.17 1087989.10 69.40 357541.72 10860 3560
30.45 3573.81 10874.26 3571.16 10873.68 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
30.49 3573.40 10874.17 3572.84 10874.12 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3580
30.53 3573.18 10874.18 3570.40 10874.48 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3560
30.57 3572.84 10874.21 3574.02 10873.96 63.69 0.15 32.17 1087989.10 69.40 357541.72 10867 3580
30.61 3573.02 10874.18 3573.16 10874.24 63.69 0.15 32.17 1087989.10 69.40 357541.72 10875 3560
30.65 3572.91 10874.12 3570.36 10872.87 63.69 0.15 32.17 1087989.10 69.40 357541.72 10858 3539
30.69 3572.34 10873.84 3568.09 10871.75 63.69 0.15 32.17 1087989.10 69.40 357541.72 10867 3539
30.73 3571.65 10873.49 3570.15 10872.45 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3560
30.78 3571.28 10873.33 3568.22 10873.13 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
30.82 3570.89 10873.26 3571.95 10872.50 63.69 0.15 32.17 1087989.10 69.40 357541.72 10866 3540
30.86 3570.97 10873.14 3569.38 10872.98 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3539
30.90 3570.67 10873.14 3569.20 10873.55 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3540
30.94 3570.40 10873.15 3569.25 10872.23 63.69 0.15 32.17 1087989.10 69.40 357541.72 10868 3560
30.98 3570.19 10873.02 3569.29 10872.94 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3560
31.02 3570.01 10873.02 3569.03 10873.43 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3539
31.06 3569.83 10873.09 3569.11 10873.21 63.69 0.15 32.17 1087989.10 69.40 357541.72 10877 3560
31.10 3569.62 10873.12 3567.38 10873.45 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3560
31.14 3569.13 10873.15 3565.78 10872.83 63.69 0.15 32.17 1087989.10 69.40 357541.72 10865 3540
31.19 3568.64 10873.08 3568.48 10872.53 63.69 0.15 32.17 1087989.10 69.40 357541.72 10875 3580
31.23 3568.71 10873.00 3570.67 10873.09 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3580
31.27 3569.06 10872.99 3570.44 10872.35 63.69 0.15 32.17 1087989.10 69.40 357541.72 10863 3560
31.31 3569.21 10872.89 3568.16 10872.75 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3539
31.35 3569.03 10872.80 3568.41 10871.46 63.69 0.15 32.17 1087989.10 69.40 357541.72 10865 3560
31.39 3568.92 10872.53 3568.61 10871.01 63.69 0.15 32.17 1087989.10 69.40 357541.72 10871 3560
31.43 3568.78 10872.28 3566.67 10871.67 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3539
31.47 3568.41 10872.17 3567.10 10871.74 63.69 0.15 32.17 1087989.10 69.40 357541.72 10873 3559
31.51 3568.00 10872.12 3563.56 10872.26 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3539
31.56 3567.33 10872.15 3566.69 10872.41 63.69 0.15 32.17 1087989.10 69.40 357541.72 10874 3580
31.60 3567.05 10872.23 3563.32 10873.00 63.69 0.15 32.17 1087989.10 69.40 357541.72 10876 3539
31.64 3566.32 10872.34 3562.39 10872.49 66.32 0.17 32.17 1087989.10 69.40 357541.72 10867 3539
31.68 3565.56 10872.36 3561.73 10872.17 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3540
31.72 3564.83 10872.33 3561.10 10872.33 66.32 0.17 32.17 1087989.10 69.40 357541.72 10874 3539
31.76 3564.04 10872.27 3558.89 10871.13 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3540
31.80 3563.09 10872.03 3558.90 10870.36 66.32 0.17 32.17 1087989.10 69.40 357541.72 10868 3540
31.84 3562.41 10871.73 3560.91 10870.62 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3560
31.89 3562.38 10871.56 3566.34 10871.34 66.32 0.17 32.17 1087989.10 69.40 357541.72 10873 3580
31.93 3563.13 10871.51 3566.73 10871.23 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3540
31.97 3563.82 10871.49 3567.25 10871.85 66.32 0.17 32.17 1087989.10 69.40 357541.72 10874 3560
32.01 3564.38 10871.58 3565.68 10872.45 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3540
32.05 3564.73 10871.62 3568.09 10869.72 66.32 0.17 32.17 1087989.10 69.40 357541.72 10842 3540
32.09 3565.43 10871.28 3569.85 10869.92 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
32.13 3566.15 10871.07 3567.78 10870.98 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3540
32.17 3566.55 10871.08 3569.90 10871.56 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3560
32.21 3567.25 10871.16 3571.62 10871.40 66.32 0.17 32.17 1087989.10 69.40 357541.72 10866 3560
32.26 3568.03 10871.18 3571.21 10870.71 66.32 0.17 32.17 1087989.10 69.40 357541.72 10863 3560
32.30 3568.52 10871.05 3569.08 10869.83 66.32 0.17 32.17 1087989.10 69.40 357541.72 10868 3560
32.34 3568.44 10870.85 3565.17 10870.33 66.32 0.17 32.17 1087989.10 69.40 357541.72 10872 3539
32.38 3567.69 10870.80 3561.99 10871.32 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
32.42 3566.61 10870.90 3561.31 10871.55 66.32 0.17 32.17 1087989.10 69.40 357541.72 10873 3539
32.46 3565.61 10871.01 3560.87 10871.31 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3559
32.50 3564.63 10871.10 3558.61 10872.10 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3539
32.54 3563.43 10871.27 3556.68 10871.75 66.32 0.17 32.17 1087989.10 69.40 357541.72 10866 3539
32.58 3562.20 10871.34 3556.92 10871.44 66.32 0.17 32.17 1087989.10 69.40 357541.72 10872 3539
32.62 3561.23 10871.40 3557.12 10872.21 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
32.67 3560.49 10871.58 3557.47 10873.02 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3559
32.71 3559.86 10871.81 3555.76 10872.20 66.32 0.17 32.17 1087989.10 69.40 357541.72 10872 3539
32.75 3559.40 10871.88 3562.17 10872.10 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3580
32.79 3559.87 10871.91 3561.37 10871.94 66.32 0.17 32.17 1087989.10 69.40 357541.72 10867 3539
32.83 3560.04 10871.91 3559.01 10871.81 66.32 0.17 32.17 1087989.10 69.40 357541.72 10867 3539
32.87 3559.93 10871.93 3560.70 10872.61 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
32.91 3560.23 10872.09 3564.27 10873.44 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3580
32.95 3560.93 10872.31 3563.16 10872.92 66.32 0.17 32.17 1087989.10 69.40 357541.72 10865 3539
32.99 3561.30 10872.46 3562.26 10873.60 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3539
33.04 3561.35 10872.68 3559.64 10873.96 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3539
33.08 3560.94 10872.89 3557.52 10873.44 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
33.12 3560.32 10872.97 3557.69 10872.92 66.32 0.17 32.17 1087989.10 69.40 357541.72 10865 3539
33.16 3559.84 10872.99 3557.83 10873.60 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3539
33.20 3559.55 10873.10 3559.74 10873.43 66.32 0.17 32.17 1087989.10 69.40 357541.72 10876 3539
33.24 3559.58 10873.14 3559.49 10873.02 66.32 0.17 32.17 1087989.10 69.40 357541.72 10867 3539
33.28 3559.55 10873.10 3559.29 10872.76 66.32 0.17 32.17 1087989.10 69.40 357541.72 10875 3539
33.32 3559.68 10873.07 3563.13 10873.48 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3580
33.36 3560.37 10873.19 3564.34 10874.33 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3560
33.40 3561.05 10873.36 3563.21 10873.58 66.32 0.17 32.17 1087989.10 69.40 357541.72 10869 3539
33.45 3561.50 10873.45 3564.30 10874.61 66.32 0.17 32.17 1087989.10 69.40 357541.72 10879 3559
33.49 3562.06 10873.60 3565.18 10873.28 66.32 0.17 32.17 1087989.10 69.40 357541.72 10869 3559
33.53 3562.49 10873.60 3562.01 10874.55 66.32 0.17 32.17 1087989.10 69.40 357541.72 10880 3539
33.57 3562.28 10873.80 3559.44 10875.02 66.32 0.17 32.17 1087989.10 69.40 357541.72 10877 3539
33.61 3561.83 10874.05 3561.04 10875.58 66.32 0.17 32.17 1087989.10 69.40 357541.72 10878 3539
33.65 3561.84 10874.32 3564.34 10875.24 66.32 0.17 32.17 1087989.10 69.40 357541.72 10879 3559
33.69 3562.08 10874.48 3559.53 10874.97 69.84 0.11 32.17 1087989.10 69.40 357541.72 10879 3539
33.74 3561.76 10874.59 3562.92 10875.44 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3539
33.78 3561.93 10874.78 3561.97 10876.13 69.84 0.11 12.07 1087285.10 36.41 356741.00 10880 3539
33.82 3561.99 10875.01 3563.10 10875.77 69.84 0.11 12.07 1087285.10 36.41 356741.00 10870 3539
33.86 3562.16 10875.15 3562.21 10875.80 69.84 0.11 12.07 1087285.10 36.41 356741.00 10874 3539
33.90 3562.13 10875.30 3561.49 10876.40 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3539
33.94 3562.08 10875.41 3562.91 10874.49 69.84 0.11 12.07 1087285.10 36.41 356741.00 10872 3559
33.98 3562.30 10875.26 3564.35 10874.92 69.84 0.11 12.07 1087285.10 36.41 356741.00 10873 3580
34.02 3562.63 10875.24 3563.23 10875.89 69.84 0.11 12.07 1087285.10 36.41 356741.00 10880 3539
34.06 3562.87 10875.39 3566.21 10876.57 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3560
34.10 3563.42 10875.62 3564.73 10876.76 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3539
34.15 3563.53 10875.85 3561.73 10877.17 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3539
34.19 3563.26 10875.96 3563.10 10874.23 69.84 0.11 12.07 1087285.10 36.41 356741.00 10848 3559
34.23 3563.29 10875.64 3564.31 10874.23 69.84 0.11 12.07 1087285.10 36.41 356741.00 10878 3560
34.27 3563.51 10875.41 3564.99 10874.85 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3539
34.31 3563.82 10875.31 3565.84 10875.08 69.84 0.11 12.07 1087285.10 36.41 356741.00 10878 3560
34.35 3564.13 10875.24 3564.53 10874.45 69.84 0.11 12.07 1087285.10 36.41 356741.00 10867 3540
34.39 3564.15 10875.09 3563.37 10874.31 69.84 0.11 12.07 1087285.10 36.41 356741.00 10869 3539
34.43 3563.88 10874.97 3560.63 10874.92 69.84 0.11 12.07 1087285.10 36.41 356741.00 10878 3539
34.47 3563.36 10874.87 3562.22 10872.81 69.84 0.11 12.07 1087285.10 36.41 356741.00 10869 3560
34.52 3563.03 10874.50 3559.70 10872.98 69.84 0.11 12.07 1087285.10 36.41 356741.00 10878 3539
34.56 3562.50 10874.26 3561.47 10873.95 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3560
34.60 3562.38 10874.23 3562.99 10874.62 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3560
34.64 3562.63 10874.30 3566.02 10874.46 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3560
34.68 3563.19 10874.36 3564.68 10875.12 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3540
34.72 3563.51 10874.48 3565.59 10874.78 69.84 0.11 12.07 1087285.10 36.41 356741.00 10870 3560
34.76 3564.01 10874.58 3568.13 10875.67 69.84 0.11 12.07 1087285.10 36.41 356741.00 10879 3560
34.80 3564.87 10874.77 3570.27 10875.56 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3560
34.84 3566.04 10874.94 3574.11 10876.11 69.84 0.11 12.07 1087285.10 36.41 356741.00 10877 3581
34.89 3567.76 10875.27 3579.02 10878.65 69.84 0.11 12.07 1087285.10 36.41 356741.00 10880 3581
34.93 3570.12 10876.02 3585.30 10881.29 69.84 0.11 12.07 1087285.10 36.41 356741.00 10903 3622
34.97 3573.42 10877.12 3596.16 10884.10 69.84 0.11 12.07 1087285.10 36.41 356741.00 10888 3642
35.01 3578.02 10878.50 3604.86 10886.04 69.84 0.11 12.07 1087285.10 36.41 356741.00 10909 3623
35.05 3584.87 10880.10 3646.11 10890.57 69.84 0.11 12.07 1087285.10 36.41 356741.00 10908 3947
35.09 3596.84 10882.24 3660.71 10895.23 69.84 0.11 12.07 1087285.10 36.41 356741.00 10917 3704
35.13 3611.08 10884.82 3713.91 10899.07 69.84 0.11 12.07 1087285.10 36.41 356741.00 10914 4008
35.17 3630.57 10887.60 3725.22 10902.40 69.84 0.11 12.07 1087285.10 36.41 356741.00 10919 3745
35.21 3650.86 10890.47 3786.42 10905.44 69.84 0.11 12.07 1087285.10 36.41 356741.00 10916 4026
35.25 3676.23 10893.30 3794.23 10907.02 69.84 0.11 12.07 1087285.10 36.41 356741.00 10919 3684
35.30 3696.94 10895.87 3771.18 10907.79 69.84 0.11 12.07 1087285.10 36.41 356741.00 10912 3663
35.34 3710.45 10898.16 3767.21 10909.73 69.84 0.11 12.07 1087285.10 36.41 356741.00 10918 3683
35.38 3720.38 10900.38 3755.40 10911.60 69.84 0.11 12.07 1087285.10 36.41 356741.00 10921 3724
35.42 3727.22 10902.45 3763.61 10911.67 69.84 0.11 12.07 1087285.10 36.41 356741.00 10911 3684
35.46 3733.80 10904.22 3760.70 10913.24 69.84 0.11 12.07 1087285.10 36.41 356741.00 10919 3825
35.50 3741.28 10905.89 3815.43 10913.42 69.84 0.11 12.07 1087285.10 36.41 356741.00 10909 4072
35.54 3755.26 10907.28 3821.85 10913.40 69.84 0.11 12.07 1087285.10 36.41 356741.00 10910 3907
35.58 3766.33 10908.40 3795.36 10913.25 69.84 0.11 12.07 1087285.10 36.41 356741.00 10906 3663
35.62 3770.24 10909.33 3764.11 10913.88 69.84 0.11 12.07 1087285.10 36.41 356741.00 10917 3602
35.66 3767.87 10910.19 3737.11 10914.37 69.84 0.11 12.07 1087285.10 36.41 356741.00 10916 3622
35.71 3761.27 10910.72 3717.04 10909.20 69.84 0.11 12.07 1087285.10 36.41 356741.00 10890 3622
35.75 3752.36 10910.49 3700.87 10910.28 61.77 0.05 12.07 1087285.10 36.41 356741.00 10913 3622
35.79 3742.16 10910.30 3685.69 10907.08 61.77 0.05 12.07 1087285.10 36.41 356741.00 10892 3602
35.83 3731.17 10909.65 3673.38 10905.77 61.77 0.05 12.07 1087285.10 36.41 356741.00 10904 3602
35.87 3720.14 10908.79 3665.42 10902.73 61.77 0.05 12.07 1087285.10 36.41 356741.00 10886 3622
35.91 3709.84 10907.76 3660.87 10904.70 61.77 0.05 12.07 1087285.10 36.41 356741.00 10915 3623
35.95 3700.54 10907.18 3655.09 10904.29 61.77 0.05 12.07 1087285.10 36.41 356741.00 10894 3602
35.99 3691.77 10906.54 3646.80 10902.03 61.77 0.05 12.07 1087285.10 36.41 356741.00 10891 3602
36.04 3683.16 10905.61 3639.99 10899.94 61.77 0.05 12.07 1087285.10 36.41 356741.00 10891 3601
36.08 3674.76 10904.46 3630.58 10897.53 61.77 0.05 12.07 1087285.10 36.41 356741.00 10892 3581
36.12 3666.08 10903.07 3619.06 10895.17 61.77 0.05 12.07 1087285.10 36.41 356741.00 10887 3560
36.16 3657.22 10901.53 3615.13 10893.37 61.77 0.05 12.07 1087285.10 36.41 356741.00 10880 3560
36.20 3649.25 10899.95 3610.64 10891.90 61.77 0.05 12.07 1087285.10 36.41 356741.00 10888 3601
36.24 3641.85 10898.43 3604.71 10891.17 61.77 0.05 12.07 1087285.10 36.41 356741.00 10890 3560
36.28 3634.79 10897.07 3600.11 10890.55 61.77 0.05 12.07 1087285.10 36.41 356741.00 10886 3580
36.32 3628.11 10895.81 3594.09 10889.36 61.77 0.05 12.07 1087285.10 36.41 356741.00 10880 3540
36.36 3621.80 10894.58 3593.40 10888.46 61.77 0.05 12.07 1087285.10 36.41 356741.00 10887 3581
36.41 3616.35 10893.32 3588.85 10885.77 61.77 0.05 12.07 1087285.10 36.41 356741.00 10880 3560
36.45 3611.12 10891.95 3585.37 10886.27 61.77 0.05 12.07 1087285.10 36.41 356741.00 10887 3580
36.49 3606.14 10890.92 3580.55 10886.61 61.77 0.05 12.07 1087285.10 36.41 356741.00 10889 3560
36.53 3601.23 10890.13 3576.35 10886.78 61.77 0.05 12.07 1087285.10 36.41 356741.00 10887 3539
36.57 3596.84 10889.52 3580.84 10886.82 61.77 0.05 12.07 1087285.10 36.41 356741.00 10887 3600
36.61 3593.78 10889.02 3578.48 10886.87 61.77 0.05 12.07 1087285.10 36.41 356741.00 10889 3540
36.65 3590.88 10888.60 3576.66 10886.33 61.77 0.05 12.07 1087285.10 36.41 356741.00 10884 3540
36.69 3588.27 10888.13 3577.09 10885.16 61.77 0.05 12.07 1087285.10 36.41 356741.00 10874 3560
36.73 3586.14 10887.57 3575.54 10884.94 61.77 0.05 12.07 1087285.10 36.41 356741.00 10884 3540
